book,chapter,section,subsection,line,contents
15,1,27,46,1,"Χαλκῖτις μεμιγμένας ἔχει τήν τε στυπτικὴν καὶ δριμεῖαν δύναμιν, ἐπικρατεῖ δ' ἡ δριμεῖα σφοδρά τις οὖσα μέχρι τε τοῦ καίειν τὴν σάρκα καὶ τὴν καλουμένην ἐσχάραν ἐργάζεσθαι. καυθὲν δὲ τὸ φάρμακον δάκνει μὲν ἧττον, ξηραίνει δ' οὐχ ἧττον, ἀποτίθεται δὲ καὶ τῆς στύψεως οὐκ ὀλίγον, ὥστε πάντῃ κρείττων ἐστὶν ἡ κεκαυμένη χαλκῖτις τῆς ἀκαύστου, λεπτομερεστέρα μὲν γινομένη, δριμύτητα δ' οὐ προσλαμβάνουσα, καθάπερ ἄλλα πολλά."
15,1,27,48,1,μεμάθηκας δὲ καὶ ὅτι πάντα τὰ κεκαυμένα πλυνόμενα μετριώτερα καὶ ἀδηκτότερα γίνεται.
15,1,27,49,1,"Χαλκὸς κεκαυμένος ἔχει μέν τι καὶ δριμύ, καὶ στύψεως δὲ μετέχει."
15,1,27,50,1,Χαλκοῦ ἄνθος λεπτομερεστέρας ἐστὶ δυνάμεως τοῦ τε κεκαυμένου χαλκοῦ καὶ τῆς λεπίδος.
15,1,27,51,1,"Χρυσοκόλλα· καὶ τοῦτο φάρμακον ἐκ τῶν τηκόντων σάρκας ἐστίν, οὐ μὴν ἰσχυρῶς γε δάκνει· διαφορητικὸν δ' ἱκανῶς ἐστι καὶ ξηραντικόν."
15,1,27,52,1,"Ψιμύθιον ἐμπλαστικόν τε καὶ ἐμψυκτικόν ἐστι, καιόμενον δ' εἰς τὸν καλούμενον σάνδυκα μεταβάλλει, λεπτομερέστερον ἑαυτοῦ φάρμακον, οὐ μὴν ἤδη γέ πω θερμαῖνον."
15,1,27,53,1,"τὸ δέ γε φῦκος τὴν ψῦξιν τοῦ ψιμυθίου φυλάττον, λεπτομέρειαν προσείληφεν, ὡς δύνασθαι δι' αὐτῆς εἰς τὸ βάθος καταδύεσθαι τῶν ὁμιλούντων σωμάτων τὴν δύναμιν αὐτοῦ."
15,1,27,54,1,Ψωρικὸν ξηραντικώτερόν τε ἅμα καὶ ἀδηκτότερόν ἐστι χαλκίτεως καὶ δηλονότι καὶ λεπτομερέστερον.
15,2,1,,1,"Γάλα τὸ ὑγιεινότατον τὸ μήτε πικρότητος μήτε ὀξύτητος μήτε ἁλυκότητος μήτε δριμύτητος μήτε δυσωδίας μετέχον ἡδύ τε καὶ βραχεῖαν ἔχον γλυκύτητα πρὸς τὰ δριμέα καὶ δάκνοντα ῥεύματα συμφορώτατόν ἐστιν, οὐ μόνον ἀποπλῦνον αὐτά, ἀλλὰ καὶ περιπλαττόμενον τοῖς σώμασιν, ὡς μὴ γυμνοῖς αὐτοῖς προσπίπτειν τὸ ἐπιρρέον."
15,2,2,,1,"σύγκειται γὰρ ἐκ τρ<ιῶν οὐσιῶν> σύμπαν γάλα, <ὀρώδους>, τυρώδους, λιπαρᾶς."
15,2,3,,1,"Ὁ μὲν οὖν ὀρὸς ῥυπτικὴν ἔχει δύναμιν, <ὅθεν περιρ>ρύπτει τε καὶ <περιπλύνει> τὰς δριμύτητας ἀδήκτως· τὸ δὲ τυρῶδες καὶ παχὺ τοῦ γάλακτος ἐμπλάττεται καὶ κατὰ τοῦτο τὰς δριμύτητας ἀμβλύνει."
15,2,4,,1,"τὸ δ' ὅλον, ἁπλῶς ὡς εἰπεῖν, γάλα παρηγορικόν ἐστι φάρμακον, ἄδηκτον μὲν ἔχον καὶ τὴν ὅλην οὐσίαν, πολὺ δὲ μᾶλλον, ὅταν ἐκδαπανήσωμεν αὐτῆς ἑψήσει μετρίᾳ τὸ πλέον τῆς ὀρώδους ὑγρότητος."
15,2,5,,1,"Τῷ περὶ γάλακτος δὲ λόγῳ καὶ περὶ τοῦ τυροῦ προσθεῖναι χρή, διότι γάλα πεπηγός ἐστιν."
15,2,6,,1,"οὐ μὴν οὐσία πᾶσα τοῦ γάλακτος πήγνυται κατὰ τοὺς τυρούς, ἀλλὰ τὸ παχὺ μόνον, ἀποκρινομένου καὶ χωριζομένου τοῦ λεπτοῦ καὶ ὀρώδους."
15,2,7,,1,"ἀποκρουστικὴν μὲν οὖν ὁ μαλακός τε καὶ νεοπαγὴς τυρὸς ἔχει δύναμιν ἐμψύχων ἀτρέμα, ὁ δ' ὀξυγαλάκτινος πρὸς ταύτῃ καὶ διαφορητικὴν ἐπικτᾶται βραχεῖαν."
15,2,8,,1,"Βούτυρον <γίνεται> μὲν <ἐκ τοῦ λιπαρωτά>του κα<τὰ τὸ γάλα, ....> φησι Διοσκου<ρίδης ἐκ τοῦ> προβατείου, ἀλ<λὰ γίνεται καὶ ἐκ τοῦ βοεί>ου, πεπτικῆς <τέ> ἐστι, δυνάμεως, ἔχον ὀλίγον τι τῆς διαφορητικῆς ἐπί γε τῶν μέσων κατὰ μαλακότητα καὶ σκληρότητα σωμάτων. – Πυτία πᾶσα δριμείας ἐστὶ καὶ λεπτυντικῆς καὶ διαφορητικῆς δυνάμεως, καὶ δηλονότι καὶ ξηραντικῆς· ἕπεται γὰρ τοῖς εἰρημένοις ἐξ ἀνάγκης τοῦτο."
15,2,10,,1,Χολή· οὗτος ὁ χυμὸς ἀποδέδεικται θερμότατος εἶναι τῶν ἄλλων χυμῶν.
15,2,11,,1,"ἐν μὲν οὖν τοῖς θερμοτάτοις ἀναγκαῖόν ἐστι καὶ τὴν χολὴν ὑπὲρ τὰς τῶν ἄλλων ζῴων εἶναι χολάς, ἐν δὲ τοῖς ἧττον ἐκείνων θερμοῖς ἀνάλογον ἀπολείπεσθαι κατὰ τὸν χυμὸν τοῦτον, ὅσον ἀπολείπεται καὶ τοῖς ἄλλοις."
15,2,12,,1,"φαίνεται δ' ἡ χολὴ τοῖς μὲν μᾶλλον θερμοῖς ζῴοις ξανθή, τοῖς δ' ἧττον ὠχρά· μιγνυμένης γὰρ ὀρώδους ὑγρότητος τῇ ξανθῇ, τὴν ὠχρὰν συμβαίνει γίνεσθαι. καὶ ὅταν γε τὰ θερμὰ ζῷα πεινήσαντα τύχῃ καὶ διψήσαντα, πρὸς τὸ μέλαν ἐκτρέπεται χρῶμα, ποτὲ μὲν ἰῶδες ἔχουσα τοῦτο, ποτὲ δὲ κυανοῦν, ἐνίοτε δὲ τὸ τῆς ἰσάτιδος, ὅπερ ἐστὶ φαιότερον τοῦ τῆς κράμβης."
15,2,14,,1,"πρόσεχε τοίνυν καὶ σὺ τῷ χρώματι τῆς χολῆς, ὅταν σκευάζῃς φάρμακον, ἐν ᾧ καὶ χολῆς τι περιέχεται."
15,2,15,,1,"γίνωσκε τοίνυν, ἐὰν μὲν ξανθὴν ἱκανῶς ἐμβάλῃς χολὴν τῷ σκευαζομένῳ φαρμάκῳ, θερμότερον αὐτὸ ποιήσων· ἐὰν δ' ὠχράν, μετρίως θερμόν."
15,2,16,,1,"καί τινων ταύρων ἐθεασάμην χολὴν κυανῆν, ὑπεροπτηθείσης τῆς ξανθῆς, ἣν οὐκ ἠξίωσα βαλεῖν εἰς τὸ σκευαζόμενον φάρμακον, ἀλλ' ἑτέρου ταύρου τὴν μετρίως ξανθὴν εἱλόμην· ὑπερεπεπονήκει γὰρ ὁ ταῦρος ἐκεῖνος βιαίως ἑλκόμενος καὶ θερμοτέραν ἐσχήκει τὴν κρᾶσιν."
15,2,17,,1,"εἰσὶ δὲ καὶ αἱ τῶν πτηνῶν ζῴων χολαὶ πᾶσαι δριμύτεραι τε καὶ ξηραντικώτεραι τῶν ἐν τοῖς τετράποσι, τῶν δὲ πτηνῶν αὐτῶν αἵ τε τῶν ἀλεκτορίδων καὶ τῶν περδίκων ἀμείνους εἰς ἰατρικὴν χρείαν, αἱ δὲ τῶν ἱεράκων καὶ ἀετῶν δριμεῖαι δεινῶς εἰσι καὶ διαβρωτικαί· διὸ καὶ ἰώδεις φαίνονται κατὰ τὴν χρόαν, ἐνίοτε δὲ καὶ μέλαιναι. ταύτας οὖν αὐτῶν ἐπιστάμενος τὰς διαφοράς, ἐπιστάμενος δὲ καὶ τῶν παθῶν τίνα μὲν μᾶλλον δεῖται ξηραίνεσθαι, τίνα δ' ἧττον, ἐὰν μιᾶς ἡστι<νοσοῦν χολῆς ἀπὸ τῶν ἔργων πειραθῇς, ἀπ'> ἐκείνης εἰς τὰς ἄλλας μεταβαίνειν δυνήσει κατὰ μέθοδον, ὥστε ἀ<εὶ τὴν> ἁρμόττουσαν τῷ <πάθει> παραλαμβάνειν."
15,2,19,,1,Ἱδρὼς τῆς ἁλμυρᾶς τε καὶ ἁλυκῆς ὀνομαζομένης μετέχει ποιότητος· πολλάκις δ' αὐτῷ καὶ πικρότης συνεμφαίνεται.
15,2,20,,1,Οὖρον θερμὸν μὲν πάντων τῶν ζῴων ἐστίν· ἧττον δὲ τὸ τῶν ψυχροτέρων.
15,2,21,,1,"ἀνθρώπων δ' οὖρον ἁπάντων τῶν ἄλλων σχεδὸν οὔρων ἐστὶν ἀσθενέστερον, ὅτι μὴ τῶν ἡμέρων ὑῶν, ὧν ἐκτέμνουσι τοὺς ὄρχεις· ἐκείνων γὰρ ἥ τε κρᾶσις ὅλου τοῦ σώματος ὁμοία τῇ τῶν ἀνθρώπων ἐστί, τό τε οὖρον ὡσαύτως ἀσθενές."
15,2,22,,1,"ῥυπτικῆς δὲ δυνάμεως, εἴπερ τι καὶ ἄλλο, τὸ τῶν ἀνθρώπων ἐστὶν οὖρον, ὡς δηλοῦσι καὶ οἱ κναφεῖς, τὰ ῥυπαρὰ τῶν ἀμφιεσμάτων ἐκκαθαίροντές τε καὶ ἀπορρύπτοντες αὐτῷ."
15,2,23,,1,"Σίαλον ἀσθενέστερον μέν ἐστι τὸ <τῶν ἐδηδοκότων> καὶ πεπ<ωκότων, ἰσχυρὸν> δὲ κ<αὶ δριμὺ τὸ τῶν ὑπερ>διψησάν<των καὶ ὑπερπεινησάν>των."
15,2,24,,1,"<καθ' ὅλην δὲ τὴν> οὐσίαν <τὸ πτύελον ἐνα>ντιώτατό<ν ἐστι τοῖς> ἀναιροῦσιν ἀνθρώ<πους> θηρίοις· <ἐθεασάμην γοῦν ἐπὶ τῷ σιάλῳ μόνῳ σκορ>πίον κατα<πτύσαντος> καὶ ἀποθανόντα, καὶ τοῦτο αὐτὸ <πάσχοντα> ταχέως μὲν <ἐπὶ τοῦ> τῶν διψώντων τε καὶ πεινώντων πτ<υέλου, β>ραδέως δ' ἐπὶ τῶν ἐμπεπλησμένων βρωμάτων τε καὶ πομάτων."
15,2,25,,1,Κόπρος πᾶσα διαφορητικωτάτην ἔχει δύναμιν.
15,2,26,,1,"τινὲς μὲν οὖν πάνυ συνεχῆ τὴν χρῆσιν ἔχουσι, τινὲς δὲ σπανιωτέραν."
15,2,27,,1,"συνεχέστατα μὲν οὖν χρώμεθα ταῖς τῶν αἰγῶν κόπροις (σπύραθοι δ' ἰδίως ὀνομάζονται), δριμείας καὶ διαφορητικῆς οὖσαι δυνάμεως, ὡς καὶ τοῖς σκιρρουμένοις ὄγκοις ἁρμόττειν."
15,2,28,,1,"καὶ μέντοι <καὶ> καυθεῖσα λεπτομερεστέρα μέν, οὐ μὴν δριμυτέρα γε σαφῶς γίνεται."
15,2,29,,1,"ἔστι δ' ἡ δύναμις αὐτῆς ἀκαύστου τε καὶ κεκαυμένης ῥυπτική τε καὶ διαφορητική, καὶ οὐδὲ βραχὺ τὸ διαφορητικὸν ἔχει."
15,2,30,,1,"τὴν μὲν οὖν καθόλου καὶ κοινὴν δύναμιν <ἁπάσαις εἶναι τὴν αὐτὴν ἀκ>ούει<ν> ..νω.. <ἐξ>ηλλά<χθαι δὲ κατὰ τὰς> τῶν ζῴων <κράσεις· τῶν μ>ὲν γὰρ ξηρ<οτέρων τῇ κρ>άσει ζῴων καὶ <ἡ κόπρος> ἐστὶ ξηραντικωτέρα, καθάπερ γε καὶ τῶν θερμοτέρων θερμαντικωτέρα· ψύχει δ' οὐδεμία, καθάπερ οὐδὲ ὑγραίνει."
15,2,31,,1,"πολλὴ δ' ἂν εἴη καὶ παρὰ τὴν τῶν ἐδηδεσμένων αὐτοῖς φύσιν ἡ διαφορά, καὶ διὰ τοῦτο ἐπ' ἀνθρώπου μᾶλλον ἢ τῶν ἄλλων ζῴων μείζων ἐστίν, ὅτι ποικιλωτάταις τροφαῖς χρῆται τὸ ζῷον· τί γὰρ ὅμοιον ἔχει σκόροδά τε καὶ κρόμμυα φαγόντος ἢ κολοκύνθας, εἰ οὕτως ἔτυχεν; αἱ δὲ τῶν βοῶν κόπροι μετὰ τῆς ξηραντικῆς δυνάμεως ἔχουσι καὶ τὴν ἑλκτικήν."
15,2,33,,1,"ἡ δὲ τῶν κροκοδείλων κόπρος καὶ ἡ τῶν ψάρων, ὅταν ὄρυζαν μόνην ἐσθίωσι, ῥυπτικὴν καὶ ξηραντικὴν ἔχουσι δύναμιν, μετρίαν μὲν ἑκατέρα, καὶ πολὺ μετριωτέραν καὶ ἀμυδροτέραν αἱ τῶν ψάρων."
15,2,34,,1,"Ῥύπος ὁ τῶν ἀνθρώπων ξηραντικῆς ἐστι δυνάμεως, ἔχων τι καὶ θερμότητος· ὅ γε μὴν ἐπιτρεφόμενος τοῖς τῶν προβάτων ἐρίοις ῥύπος, ἐξ οὗ τὸν καλούμενον οἴσυπον ποιοῦσι, πεπτικῆς ἐστι δυνάμεως παραπλησίως τῷ βουτύρῳ, βραχὺ δέ τι διαφορητικὸν ἔχει."
15,2,35,,1,"Σάρκες ἐχιδνῶν διαφορητικήν τε καὶ ξηραντικὴν ἱκανῶς ἔχουσι δύναμιν ἅμα τῷ θερμαίνειν μετρίως· ἐπείγεται δέ, ὡς ἔοικεν, ἡ δύναμις αὐτῶν ἐπὶ τὸ δέρμα, διὰ τούτου κενοῦσα τὰ κατὰ τὸ σῶμα περιττώματα."
15,2,36,,1,"φθειρῶν τε γοῦν οὐκ ὀλίγον πλῆθος γεννᾶται τοῖς ἔχουσι κακοχυμίαν ἐν τοῖς σώμασι δαψιλῆ, καὶ τοῦ δέρματος ἀφίσταταί τε καὶ ἀποπίπτει καθάπερ τις λοπὸς ἡ ἐπιδερμὶς ὀνομαζομένη, καθ' ἣν ἴσχονται μᾶλλον τῶν εἰς τὸ δέρμα φερομένων χυμῶν οἱ παχεῖς καὶ γεώδεις, ὑφ' ὧν αἵ τε ψῶραι καὶ αἱ λέπραι καὶ ἐλεφαντιάσεις γίνονται."
15,2,37,,1,"Κοχλιῶν ἡ σὰρξ κοπεῖσα πρότερον ἐν ὅλμῳ καὶ μετὰ ταῦτα λειωθεῖσα ξηραντικωτάτη γίνεται πάντων τῶν ὑγρότητα περιττὴν ἐχόντων μορίων, ὥστε καὶ τοῖς ὑδερικοῖς ἁρμόττειν."
15,2,38,,1,"Πιμελῆς δὲ στέαρ διαφέρει τῷ πάχει· διὸ καὶ τοῖς γεωδεστέραν ἔχουσι τὴν ὅλην φύσιν ζῴοις τὸ στέαρ γίνεται, καθάπερ τοῖς ὑγροτέραν ἡ πιμελή."
15,2,39,,1,"διὰ τοῦτο τοιγαροῦν ἡ μὲν πιμελὴ τήκεται ῥᾳδίως ὑπὸ τοῦ πυρός, οὐ ῥᾳδίως δὲ πήγνυται τακεῖσα, τὸ δὲ στέαρ οὔτε τήκεται ῥᾳδίως, κἂν τακῇ, πήγνυται <τάχιστα καὶ> φαίνεται <πολὺ> σκληρότερον τῆς πιμελῆς."
15,2,40,,1,"ὗς μὲν οὖν εὐτροφῶν πιμελὴν πλείστην ἔχει διὰ τὴν <φυσικὴν> τῆς κράσεως ὑγρό<τητα, β>όες δὲ καὶ αἶγες ὅσα τἄλλα κερασφόρα διὰ τὴν ξηρότητα τὸ στ<έαρ πλεῖς>τον γεννᾷ."
15,2,41,,1,"σὺ δ' εἰ βούλει, τὴν ἐλαιώδη καὶ λιπαρὰν οὐσίαν ἅπασαν ἐν τοῖς ζῴοις κάλει στέαρ ὥ<σπερ> οἱ πλεῖστοι τῶν ἰατρῶν· ἔξεστι <δέ> σοι καὶ πιμελὴν ὁμοίως."
15,2,42,,1,"ὑγρότατόν ἐστι τὸ στέαρ τῶν ὑῶν σχεδὸν ἁπάντων τῶν ἄλλων καὶ διὰ τοῦτο κατὰ τὴν ἐνέργειαν ἐγγὺς ἐλαίου τὴν δύναμιν, μαλακτικώτερόν γε μὴν ἐλαίου καὶ πεπτικώτερόν ἐστι καὶ διὰ τοῦτο τοῖς πρὸς φλεγμονὴν ἁρμόττουσι καταπλάσμασι μίγνυται· τοῖς δὲ δακνομένοις κατὰ τὸ ἀπευθυσμένον ἢ τὸ κῶλον ἐνίεμεν αἴγειον μᾶλλον ἢ ὕειον <στέαρ>, οὐ<χ ὅτι μᾶλλον ἀμβλυν>τι<κόν ἐστι δριμύτητος>, ἀλλ' ὅ<τι τὸ μὲν αἴγειον> πήγνυ<ται ῥᾳδίως διὰ> παχυ<μέρειαν, ἀπορρεῖ δὲ τὸ ὕειον ὁμοίως τῷ ἐλαίῳ, διὰ τοῦτο ἐνίεμεν αὐτὸ μᾶλλον ἐπὶ τῶν δυσεντερικῶν τε> καὶ τεινε<σμωδῶν. καὶ διὰ λεπτομέρεια>ν δ' ἔνια μᾶλλον <ἀμβλύν>ει δριμύ<τητας, ὅταν ἐν τῷ βάθ>ει τῶν <δακνομένων> σωμάτων <τὸ λυποῦν ᾖ>· ὅλα γὰρ <διεξέρχεται τὰ> σώματ<α καὶ πᾶσι κ>εράν<νυται τοῖς δάκν>ουσιν <ἰχῶρσιν αὐτό. κατὰ τοῦ>το γοῦν <καὶ τὸ χήνειον> στέαρ τὰ <κατὰ> βάθος τῶν σωμάτων <δάκ>νοντα μᾶλλον ἀμβλύνει· ἔστι δὲ <καὶ> θερμότερον τοῦ ὑείου ..... μεταξύ γε μὴν αὐτῶν <ἐστι τὸ> τῶν ἀλεκτρυόνων καὶ τὸ τῶν ἀλεκτορίδων."
15,2,46,,1,"θερμότερον δ' ἀεὶ <καὶ ξηρό>τερον τὸ τῶν <ἀρ>ρ<ένων> ζῴων ἐστίν, αὐτῶν δὲ τούτων τὸ τῶν <ἐκ>τετμημένων ἧττον θερμόν τε καὶ ξηρόν ἐστιν· ὁμοιοῦται γὰρ ἀεὶ τὰ εὐνουχισμένα ἄρ<ρενα> τοῖς ὁμογενέσι θήλεσιν."
15,2,47,,1,"<ἁπάσης μὲν οὖν> πιμελῆς <δύναμίς ἐς>τιν ὑγραντική <τε καὶ> θερμαντικὴ τῶν ἀνθρωπίνων σωμάτων· αἱ δὲ καθ' ἑκάστην αὐτῶν διαφοραὶ <κα>τὰ τὸ μᾶλλόν τε καὶ ἧττον ...... εἰσιν· τοῦ μὲν <γὰρ ὑὸς ὡς πρὸς> ἡμᾶς ἡ <πιμελὴ τὸ μὲν ὑγ>ραί<νειν ἔχει δαψιλῶς>, τὸ ......... θερ<μαίνειν δ' οὐχ ὁμοίως> ὥς<περ τὸ ἔλα>ιον· <ἀλλ' ἔστι κατὰ τὴν ἐν ἡ>μῖν θ<ερμότητα καὶ> ἡ τοῦ λίπο<υς τῶν ὑῶν."
15,2,"48,49",,1,"ἡ δὲ τ>ῶν τα<ύρων> πολὺ θερμοτέρα τῆς τῶν ὑῶν ἐστιν. τὸ δὲ μόσχειον στέαρ ἀπολείπεται τοῦ τῶν ταύρων θερμότητι καὶ ξηρότητι, καὶ τὸ τῶν ἐρίφων τοῦ τῶν αἰγῶν, τοῦτο δὲ τοῦ τῶν τράγων, αὐτὸ δὲ πάλιν τὸ τῶν ταύρων τοῦ τῶν λεόντων· διαφορητικώτατον γὰρ ἐκεῖνο σχεδὸν ἁπάντων τῶν ἐν τοῖς τετράποσιν· καὶ γὰρ θερμότατόν ἐστι καὶ λεπτομερέστατον."
15,2,50,,1,"χρονίζον δ' ἅπαν στέαρ ἑαυτοῦ γίνεται θερμότερόν τε καὶ λεπτομερέστερον, ὥστε καὶ διαφορητικώτερον."
15,2,51,,1,"Μυελὸς μαλακτικῆς τῶν σκληρυνομένων τε καὶ σκιρρουμένων σωμάτων ἐστὶ δυνάμεως, εἴτε μύες, εἴτε τένοντες, εἴτε καὶ σπλάγχνα."
15,2,52,,1,"καλλίστου δ' ἐπειράθην ἀεὶ τοῦ τῶν ἐλάφων, ἐφεξῆς δὲ τοῦ τῶν μόσχων· ὁ δὲ τῶν ταύρων καὶ τράγων δριμύτερός ἐστι καὶ ξηραντικώτερος, ὥστε οὐ δύναται διαλύειν σκληρότητας σκιρρώδεις."
15,2,53,,1,"λαμβάνεται δ' οὐ μόνον ὀστῶν μυελός, ὅσπερ δὴ καὶ ὄντως ἐστὶ μυελός, ἀλλὰ καὶ ὁ ἐκ τῆς ῥάχεως, ὃν καὶ αὐτὸν ὀνομάζουσι μυελὸν <νωτιαῖον, ὄντα σκληρό>τερόν τε <καὶ αὐχμηρό>τερον τοῦ λοιποῦ· <μαλα>κώτερος γάρ ἐστιν ἐκεῖνος καὶ λιπαρώτερος, καὶ διὰ τοῦτο ἐγὼ τὸν ἐκ τῆς ῥάχεως ἰδίᾳ καθ' ἑαυτὸν ἄνευ τούτου κατατίθεμαι."
15,2,54,,1,"Μαινίδων κεφαλῶν κεκαυμένων ἔοικε ξηραντική τις ἡ δύναμις εἶναι μὴ πάνυ δριμεῖα· τοῦτο γὰρ ἐνίοις ὑπάρχει τῶν κεκαυμένων, ὡς τό γε ξηραίνειν κοινὸν ἅπασιν."
15,2,55,,1,Κέρας ἐλάφου καὶ αἰγὸς κεκαυμένον καὶ πεπλυμένον ξηραντικῆς δυνάμεώς ἐστιν.
15,2,"56,57",,1,"Καστόρειον ξηραίνει καὶ θερμαίνει καὶ διαφορεῖ. τοῦτο μὲν οὖν αὐτῷ κοινὸν καὶ πρὸς ἄλλα φάρμακα πάμπολλά ἐστιν· λεπτομερὲς δ' ἱκανῶς ὑπάρχει καὶ κατὰ τοῦτο πλέον ἑτέρων δύναται θερμαινόντων τε καὶ ξηραινόντων ὁμοίως αὐτῷ· τὰ γὰρ λεπτομερῆ δραστικώτερα τῶν παχυμερῶν ἐστι, κἂν ἴσην ἔχῃ τὴν δύναμιν, ἐκ τοῦ διεξέρχεσθαι καὶ κατὰ βάθους ἰέναι τῶν ὁμιλούντων σωμάτων, καὶ μάλιστα ὅταν ᾖ ταῦτα πυκνά, καθάπερ τὰ νευρώδη."
15,2,58,,1,φανερῶς γοῦν .............. ..........................................................
15,2,59,,1,".......................................................... .......................................................... ............................................ <ἠπεπ>τηκό<των ζῴων ἢ ὑπερπεπεινηκότων ἢ ὑπερδεδ>ιψηκό<των ἢ> μοχθηροῖς ἐδέσμασι χρησαμένων· τὰ δ' ὠὰ μίαν μόνην ἐπιδέχεται μοχθηρίαν τὴν ἐκ τῆς παλαιότητος, ἣν ῥᾷστον φυλάττεσθαι τὸν προσφάτοις χρώμενον."
15,2,60,,1,"ἔστι δὲ συνηθέστατον ἡμῖν εὐποριστότατόν τε τὸ τῶν ἀλεκτορίδων, καὶ διὰ τοῦτο αὐτῷ χρώμεθα μὴ δεόμενοι τῶν ἄλλων, καίτοι τὴν αὐτὴν ἐχόντων φύσιν· τῇ κράσει δ' ἐστὶ ψυχρότερον ὀλίγῳ τοῦ συμμέτρου."
15,2,61,,1,"ἔστι δὲ καὶ ἡ λέκιθος τῶν ὠῶν ὁμοίας φύσεως, καὶ διὰ τοῦτο μίγνυται τοῖς ἀδήκτοις, ἑψηθέντων ἢ ὀπτηθέντων τῶν ὠῶν."
15,2,62,,1,"εὔδηλον δ' ὅτι διοίσουσιν ἀλλήλων αὗται βραχεῖαν διαφορὰν διὰ τὸ ξηραντικωτέραν μὲν ἠρέμα γίνεσθαι τὴν ὀπτήν, ὅσον δὲ προσέλαβε τῆς δυνάμεως ταύτης, τοσοῦτον ἀπολλύναι τοῦ παρηγορικοῦ."
15,2,63,,1,ἐμψύχει δὲ μετρίως τὸ ὠὸν καὶ ἀδήκτως ξηραίνει.
15,2,64,,1,"Ἐχίνων ἀμφοτέρων, τοῦ τε θαλασσίου καὶ τοῦ χερσαίου, τὸ σῶμα πᾶν καιόμενον ἐργάζεται τέφραν ῥυπτικῆς τε καὶ διαφορητικῆς <καὶ καθαιρετικῆς> δυνάμεως."
15,2,65,,1,"Κοχλίων κεκαυμένων ἡ τέφρα ξηραντικῆς ἱκανῶς ἐστι δυνάμεως, ἐχούσης τι διὰ τὴν καῦσιν καὶ θερμόν. καὶ ἄκαυστοι δὲ ξηραίνουσιν ἱκανῶς. – Καρκίνων τῶν ποταμίων καυθέντων ἡ τέφρα παραπλησίως τοῖς εἰρημένοις ξηραντικὴν ἔχει δύναμιν."
15,2,68,,1,"Ἀλεκτορίδων ἁπλοῦς ζωμὸς ἐπικρατητικῆς ἐστι δυνάμεως, ὥσπερ ὁ τῶν παλαιῶν ἀλεκτρυόνων ὑπακτικῆς· ἑψεῖν δ' αὐτοὺς χρὴ μεθ' ἁλῶν ἐπὶ πλεῖστον."
15,2,69,,1,"Ἀδάρκιον δριμύτατόν ἐστι καὶ θερμαντικώτατον· διὸ καὶ καθ' αὑτὸ μὲν ἄχρηστόν ἐστι, μίγνυται δὲ τοῖς ἀμβλύνουσι τὴν δύναμιν αὐτοῦ, καὶ οὕτως γίνεται πολύχρηστον ἐπὶ τῶν θερμανθῆναι δεομένων διαθέσεων ἔξωθεν προσαγόμενον· εἴσω γὰρ τοῦ σώματος οὐχ οἷόν τε λαβεῖν αὐτὸ διὰ τὸ σφοδρὸν τῆς δυνάμεως."
15,2,70,,1,"Ἀλκυόνια ῥύπτει μὲν πάντα καὶ διαφορεῖ, δριμεῖαν ἔχοντα ποιότητα καὶ θερμὴν δύναμιν, ἀλλὰ τὸ μᾶλλόν τε καὶ ἧττον ἐν αὐτοῖς ἐστιν ................................. ........................................................."
