candidate_id,entry_id,text_source,author_group,left_term_key,right_term_key,relation_type,evidence_display,review_status,review_confidence,reviewer,review_note
SNRC-00150,AET_LM-1.134,AET_LM,Aetius,ελαιον,ομφακινος,unreviewed,"ν ἁρμόδια τὰ εὐώδη μύρα. Τὰ δὲ εὐώδη τῶν μύρων ταῖς ψυχροτέραις τῶν κεφαλῶν μᾶλλον ἁρμόδια ἢ ταῖς μέσως θερμαῖς ἐν χειμῶνι, ταῖς γὰρ θερμοτέραις οὐκ ἐπιτήδεια. εἰ δὲ τις διὰ τὸ εὐῶδες βούληται χρῆσθαι τοῖς τοιούτοις, προσμιγνύτω ῥόδινον ἶσον ἴσῳ· οὕτως ",pending_llm_review,,,
SNRC-00151,AET_LM-1.134,AET_LM,Aetius,ελαιον,ροδινος,unreviewed,"ν ἁρμόδια τὰ εὐώδη μύρα. Τὰ δὲ εὐώδη τῶν μύρων ταῖς ψυχροτέραις τῶν κεφαλῶν μᾶλλον ἁρμόδια ἢ ταῖς μέσως θερμαῖς ἐν χειμῶνι, ταῖς γὰρ θερμοτέραις οὐκ ἐπιτήδεια. εἰ δὲ τις διὰ τὸ εὐῶδες βούληται χρῆσθαι τοῖς τοιούτοις, προσμιγνύτω ῥόδινον ἶσον ἴσῳ· οὕτως ",pending_llm_review,,,
SNRC-00152,AET_LM-1.134,AET_LM,Aetius,ομφακινος,ροδινος,unreviewed,"ν ἁρμόδια τὰ εὐώδη μύρα. Τὰ δὲ εὐώδη τῶν μύρων ταῖς ψυχροτέραις τῶν κεφαλῶν μᾶλλον ἁρμόδια ἢ ταῖς μέσως θερμαῖς ἐν χειμῶνι, ταῖς γὰρ θερμοτέραις οὐκ ἐπιτήδεια. εἰ δὲ τις διὰ τὸ εὐῶδες βούληται χρῆσθαι τοῖς τοιούτοις, προσμιγνύτω ῥόδινον ἶσον ἴσῳ· οὕτως ",pending_llm_review,,,
SNRC-00153,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,βδελλιον,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00154,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,βδελλιον καθαρον,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00155,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,καρβων,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00156,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,καταμηνια,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00157,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,κοστος,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00158,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,ονυξ,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00159,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,ονυξ αρωματικος μεγας,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00160,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,πηλος,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00161,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,στυραξ,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00162,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,στυραξ πρωτειος,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00163,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,υπνος,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00164,AET_LM-1.135,AET_LM,Aetius,ασπαλαθος,ελαιον,unreviewed,"μὴ ἔχοντι ὠτίον· εἶτα σκεπάσας ποσῷ τὸ στόμιον ὕπνῳ καὶ ἔξωθεν τοῦ ὕπνου ξυλάρια ἀσπαλάθου ἤ τινος τῶν εὐωδῶν περιφράξας, ὥστε μὴ ἐκπεσεῖν τὰ ἐν τῷ ξεστίῳ, εἶτα ἕτερον ὀστράκινον ἀγγεῖον ἄωτον λαβὼν μακροτράχηλον στόμιον ἔχον ἁρμόδιον τῷ στομίῳ τοῦ περι",pending_llm_review,,,
SNRC-00165,AET_LM-1.1,AET_LM,Aetius,αβροτονον,,unreviewed,ἀβρότονον,pending_llm_review,,,
SNRC-00166,AET_LM-1.10,AET_LM,Aetius,αιρα,,unreviewed,αἶρα,pending_llm_review,,,
SNRC-00167,AET_LM-1.102,AET_LM,Aetius,ελαιον,,unreviewed,ἔλ. λινοσπέρμινον,pending_llm_review,,,
SNRC-00168,AET_LM-1.103,AET_LM,Aetius,κικινον,,unreviewed,ῥαφάνινον ἔλαιον,pending_llm_review,,,
SNRC-00169,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,ελλεβορος λευκος,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00170,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,εμμηνον,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00171,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,ιρις,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00172,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,ιρις ιλλυρικη,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00173,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,μελι,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00174,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,οινος,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00175,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,οξος,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00176,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,υδρομελι,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00177,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,χολη,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00178,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,ξιφιον,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00179,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,ανθη,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00180,DIOSC_DMM-1.1,DIOSC_DMM,Dioscorides,ελλεβορος,καυλων,unreviewed,ἶρις Ἰλλυρική; ἶρις Μακεδονική; ἶρις Λιβυκὴ,pending_llm_review,,,
SNRC-00181,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,ασαρον,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00182,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,ελλεβορος,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00183,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,ελλεβορος λευκος,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00184,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,εμμηνον,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00185,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,κισσος,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00186,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,μελικρατον,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00187,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,ναρδος,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00188,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,ναρδος αγρια,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00189,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,υοσκυαμος,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00190,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,ανθος,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00191,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,κυτινω,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00192,DIOSC_DMM-1.10,DIOSC_DMM,Dioscorides,αγρωστις,φυλλα,unreviewed,"ἄσαρον, οἱ δὲ νάρδον ἀγρίαν καλοῦσι· φύλλα ἔχει κισσῷ ὅμοια, μαλακώτερα δὲ πολλῷ καὶ στρογγυλώτερα, ἄνθος τῶν φύλλων πρὸς τῇ ῥίζῃ πορφυροῦν, ὑοσκυάμου κυτίνῳ ἐμφερές, ἐφ᾿ ᾧ ",pending_llm_review,,,
SNRC-00193,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,αμοργη,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00194,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,αψινθιον,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00195,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,βοεια χολη,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00196,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,ινδικον λυκιον,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00197,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,λογχιτις,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00198,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,λυκιον,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00199,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,οξος,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00200,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,πεπερι,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00201,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,πυξακανθα,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00202,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,υδωρ,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00203,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,χολη,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00204,DIOSC_DMM-1.100,DIOSC_DMM,Dioscorides,ακανθα,η ποα,unreviewed,"λύκιον, ὃ ἔνιοι πυξάκανθαν καλοῦσι, δένδρον ἐστὶν ἀκανθῶδες, ῥάβδους ἔχον τριπήχεις ἢ καὶ μείζονας, περὶ ἃς τὰ φύλλα πύξῳ ὅμοια, πυκνά. καρπὸν δὲ ἔχει ὡς πέπερι, μέλανα, πυκνόν, πικρὸν λίαν, καὶ τὸν φλοιὸν δὲ ὠχρόν, ὅμοιον τῳ διεθέντι λυκίῳ, ῥίζα",pending_llm_review,,,
SNRC-00205,DIOSC_DMM-1.101,DIOSC_DMM,Dioscorides,ακακια,ακανθα,unreviewed,"πόκιρρον δὲ ἐκ τοῦ ὠμοῦ. ἐκλέγου δὲ τὸ ἡρέμα ἔγκιρρον, εὐῶδες, ὡς ἐν ἀκακίᾳ. χυλίζουσι δέ τινες καὶ τὰ φύλλα σὺν τῳ καρπῷ· καὶ τὸ κόμμι δὲ ἐκ τῆς αὐτῆς ἀκάνθης γεννᾶται.",pending_llm_review,,,
SNRC-00206,DIOSC_DMM-1.101,DIOSC_DMM,Dioscorides,ακακια,θερμος,unreviewed,"πόκιρρον δὲ ἐκ τοῦ ὠμοῦ. ἐκλέγου δὲ τὸ ἡρέμα ἔγκιρρον, εὐῶδες, ὡς ἐν ἀκακίᾳ. χυλίζουσι δέ τινες καὶ τὰ φύλλα σὺν τῳ καρπῷ· καὶ τὸ κόμμι δὲ ἐκ τῆς αὐτῆς ἀκάνθης γεννᾶται.",pending_llm_review,,,
SNRC-00207,DIOSC_DMM-1.101,DIOSC_DMM,Dioscorides,ακακια,κομμι,unreviewed,"πόκιρρον δὲ ἐκ τοῦ ὠμοῦ. ἐκλέγου δὲ τὸ ἡρέμα ἔγκιρρον, εὐῶδες, ὡς ἐν ἀκακίᾳ. χυλίζουσι δέ τινες καὶ τὰ φύλλα σὺν τῳ καρπῷ· καὶ τὸ κόμμι δὲ ἐκ τῆς αὐτῆς ἀκάνθης γεννᾶται.",pending_llm_review,,,
SNRC-00208,DIOSC_DMM-1.101,DIOSC_DMM,Dioscorides,ακακια,ανθος,unreviewed,"πόκιρρον δὲ ἐκ τοῦ ὠμοῦ. ἐκλέγου δὲ τὸ ἡρέμα ἔγκιρρον, εὐῶδες, ὡς ἐν ἀκακίᾳ. χυλίζουσι δέ τινες καὶ τὰ φύλλα σὺν τῳ καρπῷ· καὶ τὸ κόμμι δὲ ἐκ τῆς αὐτῆς ἀκάνθης γεννᾶται.",pending_llm_review,,,
