term_key,form_display,form_normalized,count,entry_count,text_sources,author_groups
βουτυρον,βούτυρον,βουτυρον,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
βουφθαλμον,βούφθαλμον,βουφθαλμον,5,5,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
βουφθαλμον,βούφθαλμον,βουφθαλμον,1,1,AET_LM,Aetius
βουφθαλμος,βούφθαλμος,βουφθαλμος,1,1,ORIB_CM,Oribasius
βοων κοπρος,βοῶν κόπρος,βοων κοπρος,1,1,GAL_SMT,Galen
βραθυ,βράθυ,βραθυ,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
βραθυς,βράθυς,βραθυς,2,2,AET_LM,Aetius
βρεγμα,βρέγμα,βρεγμα,1,1,DIOSC_DMM,Dioscorides
βρεκοκκιον,βρεκόκκιον,βρεκοκκιον,1,1,DIOSC_DMM,Dioscorides
βρεξαντας,βρέξαντας,βρεξαντας,1,1,GAL_SMT,Galen
βρετανικη ποα,βρετανική πόα,βρετανικη ποα,1,1,GAL_SMT,Galen
βρεττανικη,Βρεττανική,βρεττανικη,1,1,ORIB_CM,Oribasius
βρεττανικη,βρεττανική,βρεττανικη,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
βρεττανικης τα φυλλα,Βρεττανικῆς τὰ φύλλα,βρεττανικης τα φυλλα,1,1,ORIB_CM,Oribasius
βρομος,βρόμος,βρομος,5,5,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
βρομος,βρόμος,βρομος,1,1,ORIB_CM,Oribasius
βρουλλοκυπερον,βρουλλοκύπερον,βρουλλοκυπερον,1,1,AET_LM,Aetius
βρουχος,βροῦχος,βρουχος,1,1,DIOSC_DMM,Dioscorides
βρυον,βρυον,βρυον,1,1,PAUL_AEG,Paul
βρυον,βρύον,βρυον,14,14,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
βρυον,βρύον,βρυον,3,2,AET_LM;PAUL_AEG,Aetius;Paul
βρυον θαλασσιον,βρυον θαλασσιον,βρυον θαλασσιον,1,1,PAUL_AEG,Paul
βρυον θαλασσιον,βρύον θαλάσσιον,βρυον θαλασσιον,2,2,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius
βρυον θαλαττιον,βρύον θαλάττιον,βρυον θαλαττιον,2,2,AET_LM;GAL_SMT,Aetius;Galen
βρυττια πισσα,Βρυττία πίσσα,βρυττια πισσα,1,1,AET_LM,Aetius
βρυωνια,βρυωνία,βρυωνια,12,12,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
βρωμα,βρῶμα,βρωμα,1,1,PAUL_AEG,Paul
βυρσοδεψικη,βυρσοδεψική,βυρσοδεψικη,1,1,GAL_SMT,Galen
βυρσοδεψικη ρους,βυρσοδεψικὴ ῥοῦς,βυρσοδεψικη ρους,1,1,DIOSC_DMM,Dioscorides
βωλιτης,βωλίτης,βωλιτης,1,1,GAL_ALIM,Galen
βωλος,βῶλος,βωλος,4,4,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
γαγατης,Γαγάτης,γαγατης,1,1,GAL_SMT,Galen
γαγατης,γαγάτης,γαγατης,5,5,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
γαγατης,γαγατης,γαγατης,1,1,PAUL_AEG,Paul
γαγατης λιθος,γαγάτης λίθος,γαγατης λιθος,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
γαλα,γάλα,γαλα,119,119,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
γαλα,γάλα,γαλα,9,9,AET_LM;ORIB_CM;PAUL_AEG,Aetius;Oribasius;Paul
γαλα αιγειον,γάλα αἴγειον,γαλα αιγειον,1,1,DIOSC_DMM,Dioscorides
γαλα αρρενοτοκου γυναικος,γάλα ἀρρενοτόκου γυναικός,γαλα αρρενοτοκου γυναικος,1,1,DIOSC_DMM,Dioscorides
γαλα ατυρωτον,γάλα ἀτύρωτον,γαλα ατυρωτον,1,1,DIOSC_DMM,Dioscorides
γαλα βοειον,γάλα βόειον,γαλα βοειον,3,3,AET_LM;DIOSC_DMM,Aetius;Dioscorides
γαλα γυναικειον,γάλα γυναικεῖον,γαλα γυναικειον,8,8,AET_LM;DIOSC_DMM,Aetius;Dioscorides
γαλα γυναικος,γάλα γυναικός,γαλα γυναικος,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
γαλα θρομβωθεν,γάλα θρομβωθέν,γαλα θρομβωθεν,1,1,DIOSC_DMM,Dioscorides
γαλα κυνος,γάλα κυνός,γαλα κυνος,1,1,GAL_SMT,Galen
γαλα ονειον,γάλα ὄνειον,γαλα ονειον,1,1,DIOSC_DMM,Dioscorides
γαλα πεπηγος,γάλα πεπηγός,γαλα πεπηγος,1,1,ORIB_CM,Oribasius
γαλα πρωτοτοκου κυνος,γάλα πρωτοτόκου κυνός,γαλα πρωτοτοκου κυνος,1,1,DIOSC_DMM,Dioscorides
γαλα σχιστον,γάλα σχιστόν,γαλα σχιστον,1,1,GAL_SMT,Galen
γαλαγγα,γαλαγγά,γαλαγγα,1,1,AET_LM,Aetius
γαλαιριον,γαλαίριον,γαλαιριον,1,1,DIOSC_DMM,Dioscorides
γαλακτιτης,γαλακτίτης,γαλακτιτης,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
γαλακτιτης,γαλακτιτης,γαλακτιτης,1,1,PAUL_AEG,Paul
γαλακτος λιπος,γάλακτος λίπος,γαλακτος λιπος,1,1,DIOSC_DMM,Dioscorides
γαλακτος τυρωδες,γάλακτος τυρῶδες,γαλακτος τυρωδες,1,1,AET_LM,Aetius
γαλαξια,γαλαξία,γαλαξια,1,1,DIOSC_DMM,Dioscorides
γαλατικος,Γαλατικός,γαλατικος,1,1,DIOSC_DMM,Dioscorides
γαλατιον,γαλάτιον,γαλατιον,1,1,DIOSC_DMM,Dioscorides
γαλεοβδολον,γαλεόβδολον,γαλεοβδολον,1,1,DIOSC_DMM,Dioscorides
γαλη,γαλή,γαλη,1,1,AET_LM,Aetius
γαλη,γαλῆ,γαλη,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
γαλη κατοικιδιος,γαλῆ κατοικίδιος,γαλη κατοικιδιος,1,1,DIOSC_DMM,Dioscorides
γαληοψις,γαλήοψις,γαληοψις,1,1,DIOSC_DMM,Dioscorides
γαληψις,γάληψις,γαληψις,1,1,DIOSC_DMM,Dioscorides
γαλιβδολον,γαλίβδολον,γαλιβδολον,1,1,PAUL_AEG,Paul
γαλιον,γάλιον,γαλιον,1,1,DIOSC_DMM,Dioscorides
γαλιον,γάλιον,γαλιον,1,1,PAUL_AEG,Paul
γαλιψις,γάλιψις,γαλιψις,1,1,PAUL_AEG,Paul
γαλλικος,Γαλλικός,γαλλικος,1,1,DIOSC_DMM,Dioscorides
γαλλιον,Γάλλιον,γαλλιον,1,1,ORIB_CM,Oribasius
γαλλιον,γάλλιον,γαλλιον,1,1,GAL_SMT,Galen
γαρος,γάρος,γαρος,20,20,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT,Aetius;Dioscorides;Galen
γαρος,γάρος,γαρος,2,2,AET_LM;PAUL_AEG,Aetius;Paul
γαρουλεου,γαρουλέου,γαρουλεου,1,1,DIOSC_DMM,Dioscorides
γεντιανη,Γεντιανή,γεντιανη,1,1,ORIB_CM,Oribasius
γεντιανη,γεντιανή,γεντιανη,10,10,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
γεντιανης ριζα,Γεντιανῆς ῥίζα,γεντιανης ριζα,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
γεντιανης ριζης,γεντιανῆς ῥίζης,γεντιανης ριζης,1,1,DIOSC_DMM,Dioscorides
γερανιον,γεράνιον,γερανιον,1,1,DIOSC_DMM,Dioscorides
γερανιον,γεράνιον,γερανιον,1,1,PAUL_AEG,Paul
γερανος,γέρανος,γερανος,1,1,AET_LM,Aetius
γερανων σαρξ,γεράνων σὰρξ,γερανων σαρξ,1,1,AET_LM,Aetius
γεωδης,γεωδης,γεωδης,1,1,PAUL_AEG,Paul
γεωδης,γεώδης,γεωδης,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
γεωργουμενη γη,γεωργουμένη γῆ,γεωργουμενη γη,1,1,GAL_SMT,Galen
γη,γη,γη,1,1,PAUL_AEG,Paul
γη,γῆ,γη,48,48,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
γη αιγυπτιακη,γῆ Αἰγυπτιακή,γη αιγυπτιακη,1,1,AET_LM,Aetius
γη ακαυστος,γῆ ἄκαυστος,γη ακαυστος,1,1,AET_LM,Aetius
γη ακαυτος,γῆ ἄκαυτος,γη ακαυτος,1,1,AET_LM,Aetius
γη γεωργουμενη,γῆ γεωργουμένη,γη γεωργουμενη,1,1,AET_LM,Aetius
γη ιπνιτις,γῆ ἰπνῖτις,γη ιπνιτις,1,1,ORIB_CM,Oribasius
γη κιμωλια,γῆ κιμωλία,γη κιμωλια,2,2,DIOSC_DMM,Dioscorides
γη κρητικη,γῆ Κρητική,γη κρητικη,1,1,AET_LM,Aetius
γη λευκη,γῆ λευκή,γη λευκη,1,1,AET_LM,Aetius
γη λιπαρα,γῆ λιπαρά,γη λιπαρα,1,1,AET_LM,Aetius
γη μελαινα,γῆ μέλαινα,γη μελαινα,1,1,AET_LM,Aetius
γη σαμια,γῆ Σαμία,γη σαμια,1,1,AET_LM,Aetius
γη σποδοειδης,γῆ σποδοειδής,γη σποδοειδης,1,1,DIOSC_DMM,Dioscorides
γη χια,γῆ Χία,γη χια,1,1,DIOSC_DMM,Dioscorides
γηρας,γῆρας,γηρας,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
γηρας οφεως,γῆρας ὄφεως,γηρας οφεως,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
γης εντερα,γῆς ἔντερα,γης εντερα,1,1,DIOSC_DMM,Dioscorides
γης εντερον,γῆς ἔντερον,γης εντερον,1,1,GAL_SMT,Galen
γιγαρτα,γίγαρτα,γιγαρτα,4,4,AET_LM;GAL_ALIM;GAL_SMT,Aetius;Galen
γιγαρτα σταφυλης,γίγαρτὰ σταφυλῆς,γιγαρτα σταφυλης,1,1,AET_LM,Aetius
γιγαρτα σταφυλων,γίγαρτα σταφυλῶν,γιγαρτα σταφυλων,2,2,GAL_SMT,Galen
γιγαρτα της ροας,γίγαρτα τῆς ῥόας,γιγαρτα της ροας,1,1,AET_LM,Aetius
γιγαρτον,γίγαρτον,γιγαρτον,4,4,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius
γιγαρτον,γίγαρτον,γιγαρτον,1,1,PAUL_AEG,Paul
γιγαρτων,γιγάρτων,γιγαρτων,1,1,GAL_ALIM,Galen
γιγγιβερι,γιγγίβερι,γιγγιβερι,1,1,GAL_SMT,Galen
γιγγιδιον,Γιγγίδιον,γιγγιδιον,1,1,ORIB_CM,Oribasius
γιγγιδιον,γιγγίδιον,γιγγιδιον,8,8,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
γιζιρ,γίζιρ,γιζιρ,1,1,DIOSC_DMM,Dioscorides
γλαδιολον,γλαδίολον,γλαδιολον,1,1,DIOSC_DMM,Dioscorides
γλαυκιον,γλαύκιον,γλαυκιον,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
γλαυκιον,γλαύκιον,γλαυκιον,1,1,PAUL_AEG,Paul
γλαυκος,γλαῦκος,γλαυκος,1,1,AET_LM,Aetius
γλαυξ,γλαύξ,γλαυξ,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
γλαυξ,γλαῦξ,γλαυξ,1,1,PAUL_AEG,Paul
γλευκινης,γλευκίνης,γλευκινης,1,1,ORIB_CM,Oribasius
γλευκινιτης,γλευκινίτης,γλευκινιτης,1,1,PAUL_AEG,Paul
γλευκινον ελαιον,γλευκίνον ἔλαιον,γλευκινον ελαιον,1,1,AET_LM,Aetius
γλευκος,γλεύκος,γλευκος,1,1,DIOSC_DMM,Dioscorides
γλευκος,γλεῦκος,γλευκος,37,37,DIOSC_DMM;GAL_ALIM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
γλευκος τεθαλασσωμενον,γλεῦκος τεθαλασσωμένον,γλευκος τεθαλασσωμενον,1,1,DIOSC_DMM,Dioscorides
γληχων,Γλήχων,γληχων,1,1,PAUL_AEG,Paul
γληχων,γλήχων,γληχων,22,22,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
γληχων,γλήχων,γληχων,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
γληχων αγρια,γλήχων ἀγρία,γληχων αγρια,2,2,DIOSC_DMM,Dioscorides
γληχων ημερος,γλήχων ἥμερος,γληχων ημερος,1,1,DIOSC_DMM,Dioscorides
γληχωνιτης,γληχωνίτης,γληχωνιτης,1,1,DIOSC_DMM,Dioscorides
γλισχρος χυμος,γλίσχρος χυμός,γλισχρος χυμος,2,2,AET_LM;GAL_SMT,Aetius;Galen
γλισχρος χυμος,γλίσχρος χυμός,γλισχρος χυμος,1,1,PAUL_AEG,Paul
γλοιος,γλοιός,γλοιος,5,4,AET_LM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Galen;Oribasius;Paul
γλοιος απο βαλανειου,γλοιός ἀπὸ βαλανείου,γλοιος απο βαλανειου,1,1,AET_LM,Aetius
γλυκειος,γλυκεῖος,γλυκειος,1,1,DIOSC_DMM,Dioscorides
γλυκυ,γλυκύ,γλυκυ,17,17,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
γλυκυ αμυγδαλον,γλυκὺ ἀμύγδαλον,γλυκυ αμυγδαλον,1,1,AET_LM,Aetius
γλυκυ ελαιον,γλυκὺ ἔλαιον,γλυκυ ελαιον,4,4,AET_LM,Aetius
γλυκυριζα,γλυκυρίζα,γλυκυριζα,1,1,GAL_SMT,Galen
γλυκυριζα,γλυκύριζα,γλυκυριζα,2,2,AET_LM;GAL_SMT,Aetius;Galen
γλυκυριζα,γλυκύριζα,γλυκυριζα,1,1,PAUL_AEG,Paul
γλυκυριζον,γλυκύριζον,γλυκυριζον,1,1,PAUL_AEG,Paul
γλυκυρριζα,γλυκύρριζα,γλυκυρριζα,4,4,AET_LM;DIOSC_DMM;ORIB_CM,Aetius;Dioscorides;Oribasius
γλυκυς,γλυκύς,γλυκυς,14,14,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul
γλυκυς αγκων,γλυκὺς ἀγκών,γλυκυς αγκων,1,1,DIOSC_DMM,Dioscorides
γλυκυς αμυγδαλον,γλυκύς ἀμύγδαλον,γλυκυς αμυγδαλον,1,1,ORIB_CM,Oribasius
γλυκυς οινος,γλυκύς οἶνος,γλυκυς οινος,2,2,AET_LM;GAL_ALIM,Aetius;Galen
γλυκυς οινος,γλυκὺς οἶνος,γλυκυς οινος,1,1,DIOSC_DMM,Dioscorides
γλυκυσιδη,γλυκυσίδη,γλυκυσιδη,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
γλυκυσιδη,γλυκυσίδη,γλυκυσιδη,1,1,ORIB_CM,Oribasius
γλυκυσιδης,γλυκυσίδης,γλυκυσιδης,3,3,AET_LM;GAL_SMT,Aetius;Galen
γλυκυτατον ελαιον,γλυκύτατον ἔλαιον,γλυκυτατον ελαιον,3,3,AET_LM,Aetius
γναφαλιον,γναφάλιον,γναφαλιον,2,2,AET_LM;GAL_SMT,Aetius;Galen
γναφαλιον,γναφάλιον,γναφαλιον,1,1,PAUL_AEG,Paul
γναφαλλιον,γναφάλλιον,γναφαλλιον,2,2,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius
γναφαλλον,γνάφαλλον,γναφαλλον,1,1,DIOSC_DMM,Dioscorides
γναφικη ακανθα,γναφικὴ ἄκανθα,γναφικη ακανθα,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
γογγρικος,Γογγρικός,γογγρικος,1,1,ORIB_CM,Oribasius
γογγρος,γόγγρος,γογγρος,1,1,AET_LM,Aetius
γογγυλη,γογγύλη,γογγυλη,1,1,DIOSC_DMM,Dioscorides
γογγυλιδος η ριζα,Γογγυλίδος ἡ ῥίζα,γογγυλιδος η ριζα,1,1,ORIB_CM,Oribasius
γογγυλιδος ριζα,Γογγυλίδος ῥίζα,γογγυλιδος ριζα,1,1,PAUL_AEG,Paul
γογγυλιδος σπερμα,Γογγυλίδος σπέρμα,γογγυλιδος σπερμα,1,1,PAUL_AEG,Paul
γογγυλιδος σπερμα,γογγυλίδος σπέρμα,γογγυλιδος σπερμα,1,1,GAL_SMT,Galen
γογγυλιδος το σπερμα,Γογγυλίδος τὸ σπέρμα,γογγυλιδος το σπερμα,1,1,ORIB_CM,Oribasius
γογγυλις,γογγυλίς,γογγυλις,8,8,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
γογγυλις,γογγυλίς,γογγυλις,1,1,PAUL_AEG,Paul
γογυρικος,γογυρικός,γογυρικος,1,1,AET_LM,Aetius
γομφιτης,γομφίτης,γομφιτης,1,1,AET_LM,Aetius
γονασι,γόνασι,γονασι,1,1,DIOSC_DMM,Dioscorides
γονη,γονή,γονη,5,5,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
γονη,γονή,γονη,1,1,PAUL_AEG,Paul
γονος,γόνος,γονος,1,1,GAL_SMT,Galen
γονυ,γόνυ,γονυ,2,2,DIOSC_DMM,Dioscorides
γοργιλον,γόργιλον,γοργιλον,1,1,PAUL_AEG,Paul
γοργυνθια,γοργυνθία,γοργυνθια,1,1,DIOSC_DMM,Dioscorides
γουβωνιον,γουβώνιον,γουβωνιον,1,1,AET_LM,Aetius
γραφικον μελαν,γραφικὸν μέλαν,γραφικον μελαν,1,1,GAL_ALIM,Galen
γραφις,γραφίς,γραφις,1,1,GAL_SMT,Galen
γυμμαθ,γυμμάθ,γυμμαθ,1,1,DIOSC_DMM,Dioscorides
γυναικειον γαλα,γυναικεῖον γάλα,γυναικειον γαλα,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
γυρη,γύρη,γυρη,1,1,DIOSC_DMM,Dioscorides
γυρη,γύρη,γυρη,1,1,PAUL_AEG,Paul
γυρις,γύρις,γυρις,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
γυρις,γῦρις,γυρις,3,3,GAL_SMT;PAUL_AEG,Galen;Paul
γυψος,γύψος,γυψος,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
γυψος,γύψος,γυψος,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
δαδινον,δάδινον,δαδινον,1,1,GAL_SMT,Galen
δαδινος,δᾴδινος,δαδινος,1,1,ORIB_CM,Oribasius
δαδιον,δαδίον,δαδιον,1,1,DIOSC_DMM,Dioscorides
δαδιον,δᾳδίον,δαδιον,2,2,DIOSC_DMM,Dioscorides
δαδιον,δᾴδιον,δαδιον,1,1,DIOSC_DMM,Dioscorides
δαδις,δᾶδις,δαδις,1,1,DIOSC_DMM,Dioscorides
δαια,δαία,δαια,1,1,DIOSC_DMM,Dioscorides
δαιοι δακτυλοι,δαίοι δάκτυλοι,δαιοι δακτυλοι,1,1,DIOSC_DMM,Dioscorides
δακρυον,δάκρυον,δακρυον,13,13,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
δακρυον,δάκρυον,δακρυον,4,4,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul
δακρυον,δάκρυόν,δακρυον,2,2,AET_LM;GAL_SMT,Aetius;Galen
δακρυον δενδρου,δάκρυον δένδρου,δακρυον δενδρου,1,1,DIOSC_DMM,Dioscorides
δακτυλιτις,δακτυλῖτις,δακτυλιτις,1,1,DIOSC_DMM,Dioscorides
δακτυλων οστα,δακτύλων ὀστᾶ,δακτυλων οστα,1,1,GAL_SMT,Galen
δαλον πιτυινης,δαλὸν πιτυίνης,δαλον πιτυινης,1,1,DIOSC_DMM,Dioscorides
δαμαλις,δάμαλις,δαμαλις,1,1,DIOSC_DMM,Dioscorides
δαμασκηνον,δαμασκηνόν,δαμασκηνον,2,2,PAUL_AEG,Paul
δαμασκηνον κοκκυμηλον,Δαμασκηνὸν κοκκύμηλον,δαμασκηνον κοκκυμηλον,1,1,GAL_SMT,Galen
δαμασκηνον κοκκυμηλον,δαμασκηνὸν κοκκύμηλον,δαμασκηνον κοκκυμηλον,1,1,AET_LM,Aetius
δαμασωνιον,δαμασώνιον,δαμασωνιον,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul
δαμασωνιον,δαμασώνιον,δαμασωνιον,1,1,AET_LM,Aetius
δαναη,Δανάη,δαναη,1,1,DIOSC_DMM,Dioscorides
δαρκα,δάρκα,δαρκα,1,1,DIOSC_DMM,Dioscorides
δας,δᾶς,δας,1,1,AET_LM,Aetius
δας,δᾷς,δας,1,1,PAUL_AEG,Paul
δαυκον,δαῦκον,δαυκον,4,4,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
δαυκον αγριον,δαῦκον ἄγριον,δαυκον αγριον,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
δαυκος,Δαῦκος,δαυκος,2,2,ORIB_CM,Oribasius
δαυκος,δαῦκος,δαυκος,13,13,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
δαυκος αγριος,δαῦκος ἄγριος,δαυκος αγριος,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
δαυκος κρητικος,δαῦκος Κρητικός,δαυκος κρητικος,1,1,DIOSC_DMM,Dioscorides
δαυκος σπερματα,δαῦκος σπέρματα,δαυκος σπερματα,1,1,AET_LM,Aetius
δαυκου της ριζης,δαύκου τῆς ῥίζης,δαυκου της ριζης,1,1,DIOSC_DMM,Dioscorides
δαφνη,Δάφνη,δαφνη,1,1,ORIB_CM,Oribasius
δαφνη,δάφνη,δαφνη,18,18,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
δαφνη,δάφνη,δαφνη,3,3,PAUL_AEG,Paul
δαφνη αλεξανδρεια,δάφνη Ἀλεξάνδρεια,δαφνη αλεξανδρεια,1,1,DIOSC_DMM,Dioscorides
δαφνη λεπτοφυλλος,δάφνη λεπτόφυλλος,δαφνη λεπτοφυλλος,1,1,DIOSC_DMM,Dioscorides
δαφνη πλατυτερα,δάφνη πλατυτέρα,δαφνη πλατυτερα,1,1,DIOSC_DMM,Dioscorides
δαφνη ποα,δάφνη πόα,δαφνη ποα,1,1,PAUL_AEG,Paul
δαφνης ριζης,δάφνης ῥίζης,δαφνης ριζης,1,1,DIOSC_DMM,Dioscorides
δαφνης ριζης φλοιου,δάφνης ῥίζης φλοιοῦ,δαφνης ριζης φλοιου,1,1,DIOSC_DMM,Dioscorides
δαφνης φυλλα,δάφνης φύλλα,δαφνης φυλλα,1,1,DIOSC_DMM,Dioscorides
δαφνης φυλλοις,δάφνης φύλλοις,δαφνης φυλλοις,1,1,DIOSC_DMM,Dioscorides
δαφνης φυλλων χλωρων,δάφνης φύλλων χλωρῶν,δαφνης φυλλων χλωρων,1,1,AET_LM,Aetius
δαφνινον,δάφνινον,δαφνινον,1,1,GAL_SMT,Galen
δαφνινος,δάφνινος,δαφνινος,1,1,ORIB_CM,Oribasius
δαφνις,δαφνίς,δαφνις,3,3,AET_LM;DIOSC_DMM,Aetius;Dioscorides
δαφνιτις,δαφνῖτις,δαφνιτις,1,1,DIOSC_DMM,Dioscorides
δαφνοειδες,δαφνοειδές,δαφνοειδες,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
δαφνοειδες,δαφνοειδές,δαφνοειδες,1,1,PAUL_AEG,Paul
δαφνοειδης,δαφνοειδής,δαφνοειδης,1,1,DIOSC_DMM,Dioscorides
δαφνοειδης,δαφνοειδής,δαφνοειδης,1,1,PAUL_AEG,Paul
δελφινιας,δελφινιάς,δελφινιας,1,1,DIOSC_DMM,Dioscorides
δελφινιον,δελφίνιον,δελφινιον,1,1,DIOSC_DMM,Dioscorides
δελφινιον ετερον,δελφίνιον ἕτερον,δελφινιον ετερον,1,1,DIOSC_DMM,Dioscorides
δενδροειδης,δενδροειδής,δενδροειδης,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
δενδροειδης,δενδροειδής,δενδροειδης,1,1,PAUL_AEG,Paul
δενδρολιβανον,δενδρολίβανον,δενδρολιβανον,1,1,AET_LM,Aetius
δενδρολιβανου φυλλων,δενδρολιβάνου φύλλων,δενδρολιβανου φυλλων,1,1,AET_LM,Aetius
δενδρομαλαχη,δενδρομαλάχη,δενδρομαλαχη,1,1,GAL_SMT,Galen
δενδρον,δένδρον,δενδρον,7,7,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul
δενδρον,δένδρον,δενδρον,3,3,AET_LM;PAUL_AEG,Aetius;Paul
δενδρον περσικον,δένδρον περσικόν,δενδρον περσικον,1,1,GAL_SMT,Galen
δενδρον περσικον,δένδρον περσικόν,δενδρον περσικον,1,1,AET_LM,Aetius
δενδρωδης,δενδρώδης,δενδρωδης,1,1,DIOSC_DMM,Dioscorides
δερμα,δέρμα,δερμα,7,7,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
δερμα,δέρμα,δερμα,6,6,AET_LM;GAL_ALIM;PAUL_AEG,Aetius;Galen;Paul
δερμα ελαφειον,δέρμα ἐλάφειον,δερμα ελαφειον,1,1,GAL_SMT,Galen
δερμα κασσυμα παλαιος,δέρμα κάσσυμα παλαιός,δερμα κασσυμα παλαιος,1,1,PAUL_AEG,Paul
δερμα παλαιον,δέρμα παλαιόν,δερμα παλαιον,1,1,GAL_SMT,Galen
δερμα προβατου,δέρμα προβάτου,δερμα προβατου,1,1,AET_LM,Aetius
δερμα προβατου,δέρμα προβάτου,δερμα προβατου,1,1,GAL_SMT,Galen
δερμα προβατου νεοδαρτον,Δέρμα προβάτου νεόδαρτον,δερμα προβατου νεοδαρτον,1,1,PAUL_AEG,Paul
δερμα υαινης,δέρμα ὑαίνης,δερμα υαινης,1,1,AET_LM,Aetius
δευτερα,δεύτερα,δευτερα,14,14,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul
δευτερια,δευτερία,δευτερια,1,1,DIOSC_DMM,Dioscorides
δευτεριας,δευτερίας,δευτεριας,1,1,DIOSC_DMM,Dioscorides
δηλητηριον,δηλητήριον,δηλητηριον,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
