occurrence_id,term_key,entry_id,text_source,author_group,result_run,entry_ref,chapter_title_gr,display,lemma_gr,label,normalized,lemma_normalized,is_multiword,head_lemma_normalized,substance_lemma_normalized,part_lemma_normalized,variant_place_lemma_normalized,confidence,lemma_confidence,result_file,applies_to_kind,applies_to_lemma_normalized,applies_to_substance_lemma_normalized,applies_to_part_lemma_normalized
entries_full_v3:AET_LM-1.355:9,χονδριλλη,AET_LM-1.355,AET_LM,Aetius,entries_full_v3,1.355,σέρις ἢ κιχόριον,χονδρίλλη,χονδρίλλη,SUBSTANCE,χονδριλλη,χονδριλλη,false,,,,,0.800,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.355.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.356:8,σεσελι,AET_LM-1.356,AET_LM,Aetius,entries_full_v3,1.356,σέσελι,σεσέλεως,σέσελι,SUBSTANCE,σεσελεως,σεσελι,false,,,,,0.800,0.650,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.356.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.356:9,καρπος,AET_LM-1.356,AET_LM,Aetius,entries_full_v3,1.356,σέσελι,καρπὸς,,SUBSTANCE_PART,καρπος,,false,,σεσελι,καρπος,,0.900,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.356.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.356:10,ριζα,AET_LM-1.356,AET_LM,Aetius,entries_full_v3,1.356,σέσελι,ῥίζα,,SUBSTANCE_PART,ριζα,,false,,σεσελι,ριζα,,0.900,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.356.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.357:6,ελαιον,AET_LM-1.357,AET_LM,Aetius,entries_full_v3,1.357,σήσαμον,ἔλαιον,ἔλαιον,SUBSTANCE,ελαιον,ελαιον,false,,,,,0.900,0.920,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.357.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.357:7,σησαμον,AET_LM-1.357,AET_LM,Aetius,entries_full_v3,1.357,σήσαμον,σήσαμον,σήσαμον,SUBSTANCE,σησαμον,σησαμον,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.357.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.357:8,σησαμου ελαιον,AET_LM-1.357,AET_LM,Aetius,entries_full_v3,1.357,σήσαμον,ἐξ αὐτοῦ ἔλαιον,σησάμου ἔλαιον,SUBSTANCE,εξ αυτου ελαιον,σησαμου ελαιον,true,ελαιον,,,,0.720,0.700,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.357.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.358:6,σιδηριτις,AET_LM-1.358,AET_LM,Aetius,entries_full_v3,1.358,σιδηρῖτις,σιδηρῖτις,σιδηρῖτις,SUBSTANCE,σιδηριτις,σιδηριτις,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.358.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.359:13,πεπων,AET_LM-1.359,AET_LM,Aetius,entries_full_v3,1.359,σικὺς ἥμερος,πέπονες,πέπων,SUBSTANCE,πεπονες,πεπων,false,,,,,0.760,0.800,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.359.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.359:14,σικυς,AET_LM-1.359,AET_LM,Aetius,entries_full_v3,1.359,σικὺς ἥμερος,σικὺς,σικύς,SUBSTANCE,σικυς,σικυς,false,,,,,0.860,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.359.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.359:15,σικυς ημερος,AET_LM-1.359,AET_LM,Aetius,entries_full_v3,1.359,σικὺς ἥμερος,σικὺς ἥμερος,σικύς ἥμερος,SUBSTANCE,σικυς ημερος,σικυς ημερος,true,σικυς,,,,0.920,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.359.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.359:16,χυμος,AET_LM-1.359,AET_LM,Aetius,entries_full_v3,1.359,σικὺς ἥμερος,χυμὸς,χυμός,SUBSTANCE,χυμος,χυμος,false,,,,,0.700,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.359.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.36:13,ανεμωνη,AET_LM-1.36,AET_LM,Aetius,entries_full_v3,1.36,ἀνεμῶναι,ἀνεμῶναι,ἀνεμώνη,SUBSTANCE,ανεμωναι,ανεμωνη,false,,,,,0.950,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.36.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.36:14,γαλα,AET_LM-1.36,AET_LM,Aetius,entries_full_v3,1.36,ἀνεμῶναι,γάλα,γάλα,SUBSTANCE,γαλα,γαλα,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.36.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.36:15,εμμηνα,AET_LM-1.36,AET_LM,Aetius,entries_full_v3,1.36,ἀνεμῶναι,ἔμμηνὰ,ἔμμηνα,SUBSTANCE,εμμηνα,εμμηνα,false,,,,,0.850,0.700,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.36.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.36:16,φλεγμα,AET_LM-1.36,AET_LM,Aetius,entries_full_v3,1.36,ἀνεμῶναι,φλέγμα,φλέγμα,SUBSTANCE,φλεγμα,φλεγμα,false,,,,,0.900,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.36.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.36:17,ριζα,AET_LM-1.36,AET_LM,Aetius,entries_full_v3,1.36,ἀνεμῶναι,ῥίζα,,SUBSTANCE_PART,ριζα,,false,,ανεμωνη,ριζα,,0.850,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.36.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:16,εμμηνον,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,ἔμμηνα,ἔμμηνον,SUBSTANCE,εμμηνα,εμμηνον,false,,,,,0.620,0.550,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:17,γαλα,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,γάλακτος,γάλα,SUBSTANCE,γαλακτος,γαλα,false,,,,,0.880,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:18,γαλα γυναικειον,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,γάλακτος γυναικείου,γάλα γυναικεῖον,SUBSTANCE,γαλακτος γυναικειου,γαλα γυναικειον,true,γαλα,,,,0.850,0.800,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:19,μελι,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,μέλιτος,μέλι,SUBSTANCE,μελιτος,μελι,false,,,,,0.920,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:20,σικυς,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,σικὺς,σικύς,SUBSTANCE,σικυς,σικυς,false,,,,,0.820,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:21,σικυς αγριος,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,σικὺς ἄγριος,σικύς ἄγριος,SUBSTANCE,σικυς αγριος,σικυς αγριος,true,σικυς,,,,0.900,0.820,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:22,καυλων,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,καυλῶν,,SUBSTANCE_PART,καυλων,,false,,σικυς αγριος,καυλος,,0.820,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:23,καρπου,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,καρποῦ,,SUBSTANCE_PART,καρπου,,false,,σικυς αγριος,καρπος,,0.880,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:24,ριζης,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,ῥίζης,,SUBSTANCE_PART,ριζης,,false,,σικυς αγριος,ριζα,,0.900,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:25,φυλλων,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,φύλλων,,SUBSTANCE_PART,φυλλων,,false,,σικυς αγριος,φυλλον,,0.880,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.360:26,φλοιος,AET_LM-1.360,AET_LM,Aetius,entries_full_v3,1.360,σικὺς ἄγριος,φλοιός,,SUBSTANCE_PART,φλοιος,,false,,σικυς αγριος,φλοιος,,0.700,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.360.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.361:10,σιλφιον,AET_LM-1.361,AET_LM,Aetius,entries_full_v3,1.361,σίλφιον,σιλφίου,σίλφιον,SUBSTANCE,σιλφιου,σιλφιον,false,,,,,0.950,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.361.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.361:11,καυλος,AET_LM-1.361,AET_LM,Aetius,entries_full_v3,1.361,σίλφιον,καυλός,,SUBSTANCE_PART,καυλος,,false,,σιλφιον,καυλος,,0.850,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.361.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.361:12,ριζα,AET_LM-1.361,AET_LM,Aetius,entries_full_v3,1.361,σίλφιον,ῥίζα,,SUBSTANCE_PART,ριζα,,false,,σιλφιον,ριζα,,0.860,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.361.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.361:13,φυλλα,AET_LM-1.361,AET_LM,Aetius,entries_full_v3,1.361,σίλφιον,φύλλα,,SUBSTANCE_PART,φυλλα,,false,,σιλφιον,φυλλον,,0.860,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.361.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.362:9,εμμηνια,AET_LM-1.362,AET_LM,Aetius,entries_full_v3,1.362,σίνων,ἐμμήνων,ἐμμήνια,SUBSTANCE,εμμηνων,εμμηνια,false,,,,,0.720,0.550,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.362.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.362:10,σινων,AET_LM-1.362,AET_LM,Aetius,entries_full_v3,1.362,σίνων,σίνων,σίνων,SUBSTANCE,σινων,σινων,false,,,,,0.900,0.620,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.362.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.363:8,σιον,AET_LM-1.363,AET_LM,Aetius,entries_full_v3,1.363,σίον,σίον,σίον,SUBSTANCE,σιον,σιον,false,,,,,0.950,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.363.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.364:9,οινος,AET_LM-1.364,AET_LM,Aetius,entries_full_v3,1.364,σισύμβριον,οἴνῳ,οἶνος,SUBSTANCE,οινω,οινος,false,,,,,0.850,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.364.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.364:10,σισυμβριον,AET_LM-1.364,AET_LM,Aetius,entries_full_v3,1.364,σισύμβριον,σισύμβριον,σισύμβριον,SUBSTANCE,σισυμβριον,σισυμβριον,false,,,,,0.950,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.364.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.364:11,σπερμα,AET_LM-1.364,AET_LM,Aetius,entries_full_v3,1.364,σισύμβριον,σπέρμα,,SUBSTANCE_PART,σπερμα,,false,,σισυμβριον,σπερμα,,0.900,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.364.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.365:5,γιγγιδιον,AET_LM-1.365,AET_LM,Aetius,entries_full_v3,1.365,σκάνδιξ,γιγγιδίῳ,γιγγίδιον,SUBSTANCE,γιγγιδιω,γιγγιδιον,false,,,,,0.720,0.700,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.365.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.365:6,σκανδιξ,AET_LM-1.365,AET_LM,Aetius,entries_full_v3,1.365,σκάνδιξ,σκάνδιξ,σκάνδιξ,SUBSTANCE,σκανδιξ,σκανδιξ,false,,,,,0.920,0.880,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.365.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.366:2,σκιλλα,AET_LM-1.366,AET_LM,Aetius,entries_full_v3,1.366,σκίλλα,σκίλλα,σκίλλα,SUBSTANCE,σκιλλα,σκιλλα,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.366.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.367:7,οινος,AET_LM-1.367,AET_LM,Aetius,entries_full_v3,1.367,σκόλυμος,οἴνῳ,οἶνος,SUBSTANCE,οινω,οινος,false,,,,,0.900,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.367.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.367:8,ουρον,AET_LM-1.367,AET_LM,Aetius,entries_full_v3,1.367,σκόλυμος,οὔρων,οὖρον,SUBSTANCE,ουρων,ουρον,false,,,,,0.850,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.367.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.367:9,σκολυμος,AET_LM-1.367,AET_LM,Aetius,entries_full_v3,1.367,σκόλυμος,σκολύμου,σκόλυμος,SUBSTANCE,σκολυμου,σκολυμος,false,,,,,0.700,0.700,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.367.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.367:10,ριζα,AET_LM-1.367,AET_LM,Aetius,entries_full_v3,1.367,σκόλυμος,ῥίζα,,SUBSTANCE_PART,ριζα,,false,,σκολυμος,ριζα,,0.900,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.367.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.368:22,καταμηνια,AET_LM-1.368,AET_LM,Aetius,entries_full_v3,1.368,σκόρδιον,καταμήνια,καταμήνια,SUBSTANCE,καταμηνια,καταμηνια,false,,,,,0.800,0.750,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.368.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.368:23,ουρον,AET_LM-1.368,AET_LM,Aetius,entries_full_v3,1.368,σκόρδιον,οὖρα,οὖρον,SUBSTANCE,ουρα,ουρον,false,,,,,0.850,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.368.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.368:24,σκορδιον,AET_LM-1.368,AET_LM,Aetius,entries_full_v3,1.368,σκόρδιον,σκόρδιον,σκόρδιον,SUBSTANCE,σκορδιον,σκορδιον,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.368.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.369:10,σκορδον,AET_LM-1.369,AET_LM,Aetius,entries_full_v3,1.369,σκόρδον,σκόρδον,σκόρδον,SUBSTANCE,σκορδον,σκορδον,false,,,,,0.950,0.920,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.369.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.369:11,υδωρ,AET_LM-1.369,AET_LM,Aetius,entries_full_v3,1.369,σκόρδον,ὕδατι,ὕδωρ,SUBSTANCE,υδατι,υδωρ,false,,,,,0.900,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.369.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.369:12,χυμος,AET_LM-1.369,AET_LM,Aetius,entries_full_v3,1.369,σκόρδον,χυμῶν,χυμός,SUBSTANCE,χυμων,χυμος,false,,,,,0.620,0.720,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.369.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.37:13,ανηθον,AET_LM-1.37,AET_LM,Aetius,entries_full_v3,1.37,ἄνηθον,ἄνηθον,ἄνηθον,SUBSTANCE,ανηθον,ανηθον,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.37.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.37:14,ελαιον,AET_LM-1.37,AET_LM,Aetius,entries_full_v3,1.37,ἄνηθον,ἐλαίῳ,ἔλαιον,SUBSTANCE,ελαιω,ελαιον,false,,,,,0.880,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.37.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.370:15,σμυρνα,AET_LM-1.370,AET_LM,Aetius,entries_full_v3,1.370,σμύρνα,σμύρνα,σμύρνα,SUBSTANCE,σμυρνα,σμυρνα,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.370.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.371:7,ιπποσελινον,AET_LM-1.371,AET_LM,Aetius,entries_full_v3,1.371,σμύρνιον,ἱπποσέλινον,ἱπποσέλινον,SUBSTANCE,ιπποσελινον,ιπποσελινον,false,,,,,0.950,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.371.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.371:8,πετροσελινον,AET_LM-1.371,AET_LM,Aetius,entries_full_v3,1.371,σμύρνιον,πετροσελίνῳ,πετροσέλινον,SUBSTANCE,πετροσελινω,πετροσελινον,false,,,,,0.900,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.371.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.371:9,σελινον,AET_LM-1.371,AET_LM,Aetius,entries_full_v3,1.371,σμύρνιον,σελίνῳ,σέλινον,SUBSTANCE,σελινω,σελινον,false,,,,,0.900,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.371.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.371:10,σμυρνιον,AET_LM-1.371,AET_LM,Aetius,entries_full_v3,1.371,σμύρνιον,σμύρνιον,σμύρνιον,SUBSTANCE,σμυρνιον,σμυρνιον,false,,,,,0.980,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.371.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.371:11,σπερμα,AET_LM-1.371,AET_LM,Aetius,entries_full_v3,1.371,σμύρνιον,σπέρμα,,SUBSTANCE_PART,σπερμα,,false,,σμυρνιον,σπερμα,,0.850,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.371.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.372:7,σογχος,AET_LM-1.372,AET_LM,Aetius,entries_full_v3,1.372,σόγχος,σόγχος,σόγχος,SUBSTANCE,σογχος,σογχος,false,,,,,0.850,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.372.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.372:8,σογχος χλωρος,AET_LM-1.372,AET_LM,Aetius,entries_full_v3,1.372,σόγχος,σόγχος χλωρὸς,σόγχος χλωρός,SUBSTANCE,σογχος χλωρος,σογχος χλωρος,true,σογχος,,,,0.900,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.372.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.373:3,σπαρτον,AET_LM-1.373,AET_LM,Aetius,entries_full_v3,1.373,σπάρτον,Σπάρτον,σπάρτον,SUBSTANCE,σπαρτον,σπαρτον,false,,,,,0.930,0.920,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.373.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.373:4,καρπος,AET_LM-1.373,AET_LM,Aetius,entries_full_v3,1.373,σπάρτον,καρπὸς,,SUBSTANCE_PART,καρπος,,false,,σπαρτον,καρπος,,0.770,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.373.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.373:5,ραβδων,AET_LM-1.373,AET_LM,Aetius,entries_full_v3,1.373,σπάρτον,ῥάβδων,,SUBSTANCE_PART,ραβδων,,false,,σπαρτον,ραβδος,,0.700,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.373.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.374:11,ελαιον,AET_LM-1.374,AET_LM,Aetius,entries_full_v3,1.374,στακτή,ἐλαίου,ἔλαιον,SUBSTANCE,ελαιου,ελαιον,false,,,,,0.860,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.374.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.374:12,προσφατος σμυρνη,AET_LM-1.374,AET_LM,Aetius,entries_full_v3,1.374,στακτή,τῆς προσφάτου σμύρνης,πρόσφατος σμύρνη,SUBSTANCE,της προσφατου σμυρνης,προσφατος σμυρνη,true,σμυρνη,,,,0.860,0.720,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.374.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.374:13,σμυρνη,AET_LM-1.374,AET_LM,Aetius,entries_full_v3,1.374,στακτή,σμύρνης,σμύρνη,SUBSTANCE,σμυρνης,σμυρνη,false,,,,,0.860,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.374.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.374:14,υδωρ,AET_LM-1.374,AET_LM,Aetius,entries_full_v3,1.374,στακτή,ὕδατος,ὕδωρ,SUBSTANCE,υδατος,υδωρ,false,,,,,0.850,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.374.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.374:15,το λιπαρον,AET_LM-1.374,AET_LM,Aetius,entries_full_v3,1.374,στακτή,τὸ λιπαρόν,,SUBSTANCE_PART,το λιπαρον,,false,,προσφατος σμυρνη,λιπαρον,,0.670,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.374.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.375:1,δαυκον,AET_LM-1.375,AET_LM,Aetius,entries_full_v3,1.375,σταφυλῖνος,δαῦκον,δαῦκον,SUBSTANCE,δαυκον,δαυκον,false,,,,,0.800,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.375.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.375:2,καταμηνια,AET_LM-1.375,AET_LM,Aetius,entries_full_v3,1.375,σταφυλῖνος,καταμήνια,καταμήνια,SUBSTANCE,καταμηνια,καταμηνια,false,,,,,0.900,0.750,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.375.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.375:3,ουρον,AET_LM-1.375,AET_LM,Aetius,entries_full_v3,1.375,σταφυλῖνος,οὖρα,οὖρον,SUBSTANCE,ουρα,ουρον,false,,,,,0.900,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.375.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.375:4,σταφυλινος,AET_LM-1.375,AET_LM,Aetius,entries_full_v3,1.375,σταφυλῖνος,σταφυλῖνος,σταφυλῖνος,SUBSTANCE,σταφυλινος,σταφυλινος,false,,,,,0.850,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.375.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.376:9,στοιχας,AET_LM-1.376,AET_LM,Aetius,entries_full_v3,1.376,στοιχάς,στοιχὰς,στοιχάς,SUBSTANCE,στοιχας,στοιχας,false,,,,,0.800,0.850,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.376.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.377:4,στρουθιον,AET_LM-1.377,AET_LM,Aetius,entries_full_v3,1.377,στρούθιον,στρούθιον,στρούθιον,SUBSTANCE,στρουθιον,στρουθιον,false,,,,,0.930,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.377.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.377:5,ριζα,AET_LM-1.377,AET_LM,Aetius,entries_full_v3,1.377,στρούθιον,ῥίζα,,SUBSTANCE_PART,ριζα,,false,,στρουθιον,ριζα,,0.940,0.000,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.377.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.378:12,εμμηνα,AET_LM-1.378,AET_LM,Aetius,entries_full_v3,1.378,στύραξ,ἔμμηνὰ,ἔμμηνα,SUBSTANCE,εμμηνα,εμμηνα,false,,,,,0.550,0.550,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.378.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.378:13,λιβανος,AET_LM-1.378,AET_LM,Aetius,entries_full_v3,1.378,στύραξ,λιβάνου,λιβᾶνος,SUBSTANCE,λιβανου,λιβανος,false,,,,,0.720,0.760,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.378.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.378:14,στυραξ,AET_LM-1.378,AET_LM,Aetius,entries_full_v3,1.378,στύραξ,στύραξ,στύραξ,SUBSTANCE,στυραξ,στυραξ,false,,,,,0.960,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.378.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.379:31,αιμα,AET_LM-1.379,AET_LM,Aetius,entries_full_v3,1.379,σταφυλή,αἷμα,αἷμα,SUBSTANCE,αιμα,αιμα,false,,,,,0.600,0.900,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.379.json,UNSPECIFIED,,,
entries_full_v3:AET_LM-1.379:32,σταφυλη,AET_LM-1.379,AET_LM,Aetius,entries_full_v3,1.379,σταφυλή,σταφυλὴ,σταφυλή,SUBSTANCE,σταφυλη,σταφυλη,false,,,,,0.900,0.950,outputs/vocab_entries_v3/entries_full_v3/results/AET_LM-1.379.json,UNSPECIFIED,,,
