e_vol,e_p_start,e_p_end,book_no,chapter_no,section_no,subsection_no,book_no_gr,chapter_no_gr,subsection_no_gr,chapter_gr,section_gr,lemma_gr,var_par_prod_gr,entry_gr,lemma_en,var_par_prod_en,entry_en,cat
2,314,314,4,165,,,δ´,ρξε´,,πιτύουσα,,πιτύουσα,"ἄνθη, ῥίζα","πιτύουσα· οἱ δὲ κλῆμα, οἱ δὲ κραμβίον, οἱ δὲ παράλιον, οἱ δὲ Κανωπικὸν καλοῦσιν. εἴδει οὐ δοκεῖ διαφέρειν τοῦ κυπαρισσίου τιθυμάλλου, ὅθεν καὶ εἶδος αὐτοῦ καταριθμεῖται· ἀνίησι δὲ καυλὸν πήχεως μείζονα, πολυγόνατον, φυλλαρίοις ἀξέσι καὶ λεπτοῖς κατειλημμένον, ἐμφερέσι τοῖς τῆς πίτυος, ἄνθη μικρά, ὡσεὶ πορφυρᾶ· καρπὸν δὲ πλατύν ὡς φακόν, ῥίζαν λευκήν, παχεῖαν, ἀποῦ μεστήν εὑρίσκεται δὲ κατὰ τόπους σφόδρα εὐμεγέθης ὁ θάμνος. καθαίρει δὲ κάτω ἡ μὲν ῥίζα, δυεῖν δραχμῶν ὁλκή, σὺν μελικράτῳ, τοῦ δὲ καρποῦ δραχμή μία, τοῦ δὲ ὀποῦ ὅσον κοχλιάριον ἓν ἐν καταποτίῳ, ὡς εἴρηται, ἀλεύρῳ ἀναλημφθέν, τῶν δὲ φύλλων ὁλκαὶ τρεῖς.",Quacksalver’s spurge,,"Quacksalver’s spurge: but some call it clema, others crambion, others paralion, and others Canopicon. It does not seem to differ in kind from spurge cyparissias, therefore, it, too, is counted as a species of cyparissias. It sends up a stem longer than a cubit which has many joints and which is covered by pointed and delicate little leaves like those ofpitys pine. It has small purplish flowers, fruit that is flat like a lentil, and a root that is white, thick, and full of milky juice. In some places the shrub is very large. The root purges downward. Two drachmai of it are given with honey mixed with water; but of the fruit, one drachma, and of the milky juice about a spoonful made into a little pill with meal, as indicated, and of the leaves three holcai.",
2,315,315,4,166,,,δ´,ρξϛ´,,λαθυρίς,,λαθυρίς,"ῥίζα, σπερμάτια, φύλλα, ὀπός, γλυκέα, μικροτέρα","λαθυρίς· καταριθμοῦνταί τινες καὶ ταύτην ἐν τοῖς τιθυμάλλοις. καυλὸν δὲ ἀνίησι πήχεως τὸ ὕψος, κενόν, πάχος δακτύλου, ἐπʼ ἄκρου δὲ αὐτοῦ μασχάλαι· φύλλα δὲ τὰ μὲν ἐπὶ τοῦ καυλοῦ ἐπιμήκη, ὅμοια τοῖς τῆς ἀμυγδαλῆς, πλατύτερα δὲ καὶ λειότερα, τὰ δὲ ἐπʼ ἄκρων τῶν κλωνίων μικρότερα ὥσπερ τῆς ἐπιμήκους ἀριστολοχείας ἢ κισσοῦ. καρπὸν δὲ ἐχει ἐπʼ ἄκρων 2 τῶν κλάδων τρίχωρον, περιφερῆ, ὥσπερ κάππαριν, ἐν ᾧ τρία σπερμάτια διειργόμενα ἐλύτροις ἀπʼ ἀλλήλων, περιφερῆ, μείζονα ὀρόβων, λεπισθέντα δὲ λευκὰ καὶ γλυκέα ἐν τῇ γεύσει· ῥίζα λεπτή, ἄχρηστος. ὅλος δὲ ὁ θάμνος ἀποῦ μεστὸς ὥσπερ τιθύμαλλος. δύναμιν δὲ ἔχει καθαρτικὴν κοιλίας τὰ σπέρματα ὅσον ἑπτὰ ἢ ὀκτὼ τὸν ἀριθμὸν λαμβανόμενα ἐν καταποτίῳ ἢ ἐσθιόμενα καὶ πινόμενα ὕδατος ἐπιρροφουμένου ψυχροῦ· ἄγει δὲ φλέγμα, χολήν, ὕδωρ. καὶ ὁ ὀπὸς δὲ ἀναλημφθεὶς ὥσπερ ὁ τοῦ τιθυμάλλου τὸ αὐτὸ ποιεῖ· συνέψεται δὲ καὶ ὄρνιθι ἢ λαχάνοις τὰ φύλλα πρὸς τὴν αὐτὴν ἐνέργειαν.",Caper spurge,,"1. Caper spurge: some people count even this one among the spurges. It sends up a stem a cubit tall, hollow, thick as a finger, and on top of it there are axils. The leaves on the stem are longish, like the leaves of the almond tree but they are broader and smoother; those at the end of the small branches are smaller; they are like the leaves of the long birthwort or of the ivy. %%This is a wood spurge and derives its name, KUTiaprocrfai; from leuTcdpioaoi; “cypress ” and not from Tamg, “pine. ” 2. At the end of the branches its has a tripartite fruit, round like a caper, containing three round seedlets kept separate from each other by capsules, bigger than bitter vetches, white, and sweet-tasting when peeled. The root is thin and useless. The entire shrub is full of milky juice just hke a spurge. The seeds have the property of purging the bowel when about seven or eight in number are taken in a pill or are eaten or drunk then followed by a draught of cold water. They also draw phlegm, bile, and water. The milky juice, too, compounded like the milky juice of spurge, does the same. The leaves are cooked with either fowl or vegetables for the same effect.",
2,316,316,4,167,,,δ´,ρξζ´,,πέπλος,,πέπλος,"καρπός, κόμη, φύλλον, πόα, μικρόν","πέπλος· οἱ δὲ συκῆν, οἱ δὲ μήκωνα ἀφρώδη καλοῦσι. θαμνίσκος ἐστὶν ὀποῦ λευκοῦ μεστός, ἔχων φύλλον μικρόν, ὅμοιον πηγάνῳ, πλατύτερον δέ· ἡ δὲ σύμπασα κόμη ὡς σπιθαμῆς, περιφερής, ἐκκεχυμένη ἐπὶ γῆς, καὶ ὑπὸ τοῖς φύλλοις καρπὸς μικρός, στρογγύλος, ἥττων τῆς λευκῆς μήκωνος. πολύκαρπος δὲ ἡ πόα, ῥίζαν ἔχουσα μίαν ἄχρηστον, ἀφʼ ἦς ὅλος ὁ θάμνος πέφυκε. γεννᾶται δὲ ἐν κήποις καὶ ἀμπελῶσι. συνάγεται δὲ ἐν πυραμητῷ ξηραινόμενος ἐν σκιᾷ καὶ συνεχῶς στρεφόμενος· κοπεὶς δὲ ὁ καρπὸς καὶ ἀποβραχεὶς ἀποτίθεται. ἄγει δὲ φλέγμα καὶ χολὴν ὀξυβάφου πλῆθος μετὰ ὑδρομέλιτος κοτύλης πινόμενος καὶ προσοψήμασι δὲ μειγνύμενος ταράσσει κοιλίαν. ταριχεύεται δὲ εἰς ἁλμαίας.",Wartweed,,"Wartweed: but some call it syce and others mecon aphrodes. It is a small shrub full of white juice, having a small leaf like that of the rue but broader. Its entire foliage is about a span, globular, spreading out on the ground, and underneath the leaves there is small round fruit, smaller than that of the white poppy. The plant is fall of fruit; it has a single, useless root from which the entire shrub grows. It grows in gardens and vineyards. The fruit is gathered when wheat is harvested, dried in the shade, and turned over frequently. After it has been chopped and winnowed, it is stored. A quantity of one oxybaphon drunk with one cotyle of hydromel drives out phlegm and bile; even when mixed with side dishes, it stirs up the belly. It is preserved in brine.",
2,317,317,4,168,,,δ´,ρξη´,,πεπλίς,,πεπλίς,"καρπός, ῥίζα, φύλλα","πεπλίς· οἱ δὲ ἀνδράχνην ἀγρίαν, Ἱπποκράτης (VII 184 L.) δὲ πέπλιον καλεῖ· φύεται μάλιστα ἐν παραθαλασσίοις τόποις θάμνος ἀμφιλαφής, ὀποῦ μεστὸς λευκοῦ, φύλλα ἔχων ὅμοια τῇ κηπαίᾳ ἀνδράχνῃ, περιφερῆ δὲ καὶ ἐκ τῶν κάτωθεν ἐνερευθῆ καὶ ὁ καρπὸς δὲ στρογγύλος, ὑποκάτω τῶν φύλλων ὥσπερ τοῦ πέπλου, πυρώδης τῇ γεύσει, ῥίζα λεπτή, μία, ἄχρηστος. συλλέγεται δὲ καὶ ἀποτίθεται καὶ δίδοται ὥσπερ ὁ πέπλος καὶ ταριχεύεται. δύναμιν δὲ ἔχει τὴν αὐτήν.",Wild purslane,,"Wild purslane: but some call it andrachne agria and Hippocrates*’’ calls it peplion. It is a widespread shrub growing mostly by the seaside, it is fall of milky juice, it has leaves similar to those of the garden purslane but they are round and reddish below. Its fruit, too, is round, lying underneath the leaves just like that of the wartweed, and it tastes hot. The root is delicate, single, and useless. It is collected, stored, and administered just like the wartweed; it is also cured. It has the same property. “ %%VII 184 L.",
2,317,317,4,169,,,δ´,ρξθ´,,χαμαισύκη,,χαμαισύκη,"ἄνθος, καρπός, κλῶνες, φύλλα, ὀπός","χαμαισύκη, οἱ δὲ συκῆν· κλῶνας ἀνίησι τετραδακτύλους, ἐπὶ γῆς ἐρριμμένους περιφερῶς, ἀποῦ μεστούς, φύλλα φακοειδῆ, τῷ πέπλῳ ὅμοια, μικρά, λεπτά, πρὸς τῇ γῇ· καρπὸς δὲ ὑπὸ τοῖς φύλλοις στρογγύλος, ὡς πέπλου· οὔτε δὲ ἄνθος οὔτε καυλὸν ἔχει, ῥίζαν δὲ λεπτήν, αχρξστον. δύναμιν δὲ ἔχουσιν οἱ κλῶνες, λεανθέντες σὺν οἴνῳ τὰς περὶ μήτραν ὀδύνας παύειν ἀντὶ πεσσοῦ προστεθέντες, καταπλασσόμνοι δὲ οἰδήματα καὶ ἀκροχορδόνας καὶ μυρμηκίας αἴρουσιν, ἑφθοὶ δὲ ἐσθιόμενοι κοιλίαν ἐκλύουσι. καὶ ὁ ἐξ αὐτῶν δὲ ὀπὸς τὰ αὐτὰ δρᾷ, καὶ καταχριόμενος σκορπιοπλήκτοις βοηθεῖ, ἁρμόζει δὲ καὶ πρὸς ἀμβλυωπίας καὶ ἀχλῦς καὶ ἀρχομένας ὑποχύσεις, οὐλάς, νεφέλια σὺν μέλιτι ἐγχριόμενος. φύεται ἐν πετρώδεσι καὶ αὐχμηροῖς τόποις.",Thyme spurge,,"Thyme spurge: but some call it syce. It sends out twigs, four-fingers long, prostrate in a circle and full of milky juice. It has small, delicate, lentoid leaves, similar to the leaves of the wartweed, and close to the ground. The fruit is under the leaves, round, like that of the wartweed. It has neither flower nor stalk, and it has a thin and useless root. Triturated with wine, the twigs have the property of ending pains in the area of the uterus when applied instead of a pessary; plastered on they remove swellings, thin-necked warts, and warts that spread below the skin, and they relax the bowel when eaten boiled. Their milky juice, too, accomplishes the same and it helps people stung by scorpions when smeared on. It is also suitable to smear for dim- sightedness, misting eyes, incipient cataracts, scars, and cloud-like opacities on the eyes. It grows in rocky and dry places.",
2,318,319,4,170,,,δ´,ρο´,,σκαμμωνία,,σκαμμωνία,"ἄνθη, μήτρα, ῥίζα, φύλλα, ὀπός, Συριακός, λευκή","σκαμμωνία· κλῶνας ἀνίησι πολλοὺς ἀπὸ μιᾶς ῥίζης, τριπήχεις, λιπαρούς, ἐμφαίνοντάς τι δασύτητος, καὶ τὰ φύλλα δὲ δασέα, ὅμοια ἑλξίνῃ ἢ κισσῷ, μαλακώτερα μέντοι καὶ τριγωνοειδῆ, ἄνθη λευκά, περιφερῆ, κοῖλα ὡς κάλαθοι. βαρύοσμα· ῥίζα δὲ εὐμήκης, παχεῖα ὅσον βραχίων, λευκή, βαρύοσμος, ὀποῦ μεστή. συλλέγεται δὲ ὁ ὀπὸς τῆς κεφαλῆς ἀπὸ τῆς ῥίζης ἀφαιρουμένης καὶ θολοειδῶς ἐκρομβιζομένης εἰς κοιλότητα· συρρεῖ γὰρ εἰς αὐτὴν ὁ ὀπὸς καὶ οὕτως ἀναλαμβάνεται εἰς μύακας. 2 ἔνιοι δὲ τὴν γῆν ὀρύξαντες ὁλμοειδῶς καὶ καρύας φύλλα ὑποθέντες καταχέουσι τὸν ὀπὸν καὶ οὕτως ξηρανθέντα ἀναιροῦνται. ἐστι δὲ καλὸς ὁ διαυγὴς καὶ κοῦφος, ἀραιός, ταυροκολλώδης τὴν χρόαν, σήραγγας ἔχων λεπτάς, σπογγώδης· τοιοῦτος δʼ ἐστὶν ὁ ἐκ Μυσίας τῆς κατὰ τὴν Ἀσίαν κομιζόμενος. μὴ προσέχειν δὲ δεῖ μόνῳ τῳ λευκαίνεσθαι αὐτὸν κατὰ τὴν τῆς γλώσσης θίξιν — τοῦτο γὰρ γίνεται καὶ παραμιγέντος αὐτῷ ὀποῦ τιθυμάλλου — μᾶλλον δὲ τοῖς προειρημένοις καὶ τῷ μὴ λίαν πυροῦν τὴν γλῶσσαν, ὅπερ γίνεται τιθυμάλλου μιγέντος. ὁ δὲ Συριακὸς καὶ ὁ ἐν Ἰουδαίᾳ γεννώμενος χείριστοι, βαρεῖς, 3 πυκνοί, δολούμενοι τιθυμάλλῳ καὶ ἀλεύρῳ μεμειγμένοις αὐτοῖς. δύναμιν δὲ ἔχει ὁ ὀπὸς λημφθεὶς σὺν μελικράτῳ ἢ ὕδατι δραχμῆς μιᾶς πλῆθος ἢ τριώβολον καθαίρειν κάτω φλέγμα καὶ χολήν. εἰς δὲ τὸ λῦσαι τὴν κοιλίαν ἀρκέσουσιν ὀβολοὶ δύο μετὰ σησάμου ἤ τινος ἄλλου σπέρματος λαμβανόμενοι· δίδοται καὶ πρὸς ἐνεργεστέραν κάθαρσιν τοῦ μὲν ὀποῦ τετρώβολον, ἐλλεβόρου δὲ μέλανος ὀβολοι δύο, ἀλόης δὲ καὶ ἁλὸς δραχμῆς μιᾶς πλῆθος. σκευάζονται δὲ καὶ ἅλες καθαρτικοὶ πρὸς κυάθους 4 ἓξ τῶν ἀλῶν ὁλκῶν εἴκοσι τῆς σκαμμωνίας τοῦ ὀποῦ μειγνυμένων λαμβάνεται δὲ πρὸς δύναμιν τὸ μὲν τέλειον τρία κοχλιάρια, μέσον δὲ δύο, τὸ δὲ ἐλάχιστον ἔν. καθαίρει δὲ καὶ τῆς ῥίζης δραχμὴ μία ἢ δραχμαὶ δύο σὺν οἷς εἴρηται, ἕνιοι δὲ ἀφέψοντες αὐτὴν πίνουσι. συνεψηθεῖσα δὲ ὄξει καὶ λεανθεῖσα μετʼ ἀλεύρου κριθίνου ἰσχιαδικῶν ἐστι κατάπλασμα. ὁ δὲ ὀπὸς προστιθέμενος ἐν ἐρίῳ τῇ μήτρᾳ ἔμβρυα φθείρει, διαφορεῖ δὲ καὶ φύματα σὺν μέλιτι ἢ ἐλαίῳ ἐπιχριόμενος ἑψηθεὶς δὲ σὺν ὄξει καὶ καταχρισθεὶς λέπρας ἐξάγει, κεφαλαλγίας τε χρονίας ἐστὶν ἐπίβρεγμα σὺν ὄξει καὶ ῥοδίνῳ.",Scammony,,"1. Scammony: it sends up many twigs from a single root that are three-cubits tall, greasy, and that seem to be somewhat rough; the leaves, too, are rough, resembling those of helxine'^ or of ivy, softer, to be sure, and triangular in shape. The flowers are white, round, hollow like baskets, and oppressive in smell. The root is of a good length, thick as an arm, white, oppressive in smell, and full of milky juice. The milky juice is extracted by removing the head of the root and cutting the root out conically into a hollow. For the milky juice flows into it and it is thus recovered into receptacles. 2. And some, dig the ground in the shape of a mortar, line it with walnut leaves, pour the milky juice into it, and remove it after it has dried. It is of good quality if translucent, light, thin, having the color of bull-glue, slender-quilled, and spongy. Such is the one exported from Asian Mysia. And one must not pay attention only to whether it turns white when the tongue touches it—for this happens also when it has been mixed with the milky juice of spurge—but rather to what has been said above and that it must not bum the tongue too much, which happens when spurge has been added. %%ἑλξίνη, “pellitory” or “bindweed.” 3. But the Syrian and the one produced in Judea are the worst; they are heavy, thick, and adulterated with a mixture of spurge and meal. An amount of one drachma or of one triobolon of its milky juice, taken either with honey mixed with water or with water, can purge phlegm and bile downward. But to loosen the bowel, two obols taken with sesame seed or with some other kind of seed are enough. For a more vigorous purging, four obols of the milky juice, two obols of black hellebore, and a quantity of one drachma <of bitter aloes> and of salt are given. 4. They also make cathartic salts by mixing 20 holcai of the milky juice of scammony with six cyathoi of salts. They are taken in proportion to one’s strength: three spoons being the full measure, an average is two, and the minimum is one. One or two drachmai of the root combined with the ingredients that were mentioned are also cathartic, and some people drink it after boiling it. Boiled with vinegar and triturated with barley meal, it is a plaster for people with hip ailments. The milky juice applied to the uterus with a wool pad destroys embryos/fetuses and it dissolves even growths when anointed with honey or oil; boiled with vinegar and smeared on it removes leprosies, and in combination with vinegar or unguent of roses it is a lotion for chronic headaches.",
2,320,320,4,171,,,δ´,ροα´,,χαμελαία,,χαμελαία,"φύλλα, πικρά, ῥυπαρά","χαμελαία· οἱ δὲ πυρὸς ἄχνην ἢ ἄκνηστον ἢ κόκκον Κνίδιον· κλῶνας μὲν ἔχει σπιθαμιαίους, ὁ δὲ θάμνος φρυγανώδης, φύλλα ἐλαίᾳ παραπλήσια, λεπτότερα δὲ καὶ [πικρά,] πυκνά, δάκνοντα τὴν γεῦσιν καὶ τὴν ἀρτηρίαν χαράττοντα. ταύτης τά φύλλα κάτω καθαίρει φλέγμα καὶ χολήν, μάλιστα δὲ ἐν καταποτίῳ λαμβανόμενα, μειγνυμένου διπλασίονος ἀψινθίου πρὸς ἓν μέρος τῆς χαμελαίας· ἀναλαμβανέσθω δὲ ὕδατι ἢ μέλιτι εἰς καταπότια. ἐστι δὲ ἄτηκτα διαχωρεῖται γὰρ ὅσα λαμβάνεται. ἀναλαμβανόμενα δὲ λεῖα τὰ φύλλα μετὰ μέλιτος ἀνακαθαίρει τά ῥυπαρὰ ἕλκη καὶ ἠσχαρωμένα.",Spurge olive,,"Spurge olive: but some call it pyros achne or acneston or coccos Cnidios. It has twigs that are a span long, and the shrub belongs to the class of undershrubs, having leaves closely resembling those of the olive tree but thinner and bitter, dense, pungent in taste, and irritating the throat. Its leaves purge phlegm and bile downward, especially when taken in the form of a little pill, two parts of wormwood Artemisia absinthium being mixed with one part of spurge olive. But make sure that they are blended with water or honey into little pills. They are insoluble because they pass through the system as big as they were when taken. The leaves ground up and prepared with honey clean filthy and scabby sores.",
2,321,322,4,172,,,δ´,ροβ´,,θυμελαία,,θυμελαία,"ἄνθη, καρπός, φύλλα, λευκόν, μέλαν, χλωρός","θυμελαία ἢ χαμελαία· οἱ δὲ πυρὸς ἄχνην ἢ κνῆστρον ἢ κνέωρον καλοῦσιν· ἐκ ταύτης ὁ Κνίδιος κόκκος, καρπὸς ὢν αὐτῆς, συλλέγεται, ὃν Εὐβοεῖς μὲν ἀπόλινον καλοῦσιν, οἱ δὲ λίνον διὰ τὸ εἶναι τῷ σπαρτῷ λίνῳ τὸν θάμνον τῇ φύσει παρόμοιον. ῥάβδους δὲ ἀνίησι πολλὰς καὶ καλάς, ὅσον διπήχεις· τὰ δὲ φύλλα χαμελαίᾳ ὅμοια, πλὴν στενότερα καὶ λιπαρώτερα, ὑπόγλισχρα ἐν τῳ διαμασᾶσθαι καὶ κολλώδη, ἄνθη λευκά, καὶ μεταξὺ αὐτῶν ὁ καρπός, ὡς μύρτων, μικρός, στρογγυλώτερος, ἐν ἀρχῇ μὲν χλωρός, αὖθις δὲ ἐρυθρός. τὸ δὲ περικάρπιον σκληρὸν 2 καὶ μέλαν, τὸ δʼ ἐντὸς λευκόν, ὅπερ καθαίρει κάτω ὕδωρ καὶ χολήν καὶ φλέγμα ὅσον εἴκοσι κόκκων τὸ ἐντὸς ποθέν καίει δὲ τὴν φάρυγγα, διὸ μετὰ ἀλεύρου ἢ μετὰ ἀλφίτου δοτέον ἢ ἐν ῥαγὶ σταφυλῆς ἢ μέλιτι ἑφθῷ περιειλημμένον καταπιεῖν, συγχρίειν δὲ καὶ τούς δυσίδρους ἐλαίῳ μετὰ νίτρου καὶ ὄξους. τὰ δὲ φύλλα, ἅπερ ἰδίως κνέωρον καλεῖται, συλλέγειν δεῖ περὶ τὸν πυραμητὸν καὶ ἀποτίθεσθαι ξηράναντας ἐν σκιᾷ· διδόντας δὲ δεῖ κόπτειν καὶ ἀφαιρεῖν τὰς ἐν αὐτοῖς ἶνας. καθαίρει δὲ ἐπιπαττόμενον ὅσον ὀξυβάφου πλῆθος μετὰ 3 κράματος, ἄγον ὑδατῶδες· μετριωτέραν δὲ ποιεῖται τὴν κάθαρσιν μειχθὲν ἑφθῇ φακῇ ἢ λαχάνοις τριπτοῖς. ἀποτίθεται δὲ λεῖα ἀναλημφθέντα ὄμφακος χυλῷ εἰς ἀρτίσκους. ἐστι δὲ κακοστόμαχος· προστεθεὶς δὲ ἔμβρυα κτείνει. φύεται ἐν ὀρεινοῖς καὶ τραχέσι τόποις. πλανῶνται δὲ οἱ νομίζοντες τὸν Κνίδιον κόκκον τῆς χαμελαίας εἶναι τὸν καρπόν, ἀπατώμενοι διὰ τὸ τῶν φύλλων ὁμοειδές.",Spurge flax,,"1. Spurge flax: but some call it pyros achne, or cnestron or cneoron. From it the Cnidian berry, which is its fruit, is collected. The Euboeans call it apolinon, but others call it linoi/^ because the shrub is like in nature to cultivated linen. It sends out many beautiful shoots, about two cubits tall. Its leaves are like those of spurge olive except narrower and shinier, somewhat tough and glutinous when chewed. The flowers are white and among them is the fruit, small as myrtle­ berries, rounder, initially pale-green, thereafter red. 2. The shell of the fruit is hard and black and the inside is white; the inside of about 20 berries purges downward water, bile, and phlegm when drunk; but it does bum the throat; it is for this reason that it must be give either with meal or with barley groats, and that one must swallow it either in a grape or coated with boiled honey, also people who have difficulty sweating must be rubbed with oil together with soda and vinegar. The leaves, which are commonly called cneora, must be collected around wheat-harvest time, dried in the sun, and stored; in administering them one must chop them up and remove their ribs. 3. A quantity of one oxybaphon, molded with diluted wine, purges by driving out watery matter, but it effects a gentler purging when mixed with boiled lentils or with pureed vegetables. They ground them up, mold them with juice of unripe olives into little pills, and store them. But this herb is bad for the stomach and it destroys embryos/fetuses when used as a pessary. It grows in mountainous and rough places. Those who think that the Cnidian berry is the fruit of the spurge olive are wrong. They are misled by the similarity of their leaves.",
2,323,324,4,173,,,δ´,ρογ´,,ἀκτῆ,,ἀκτῆ,"ἄνθη, ἄνθος, καρπός, καυλοί, ῥίζα, φύλλα, χαμαιάκτη, δενδρώδης, μακρά, μικροτέρα","ἀκτῆ· δισσή· ἡ μὲν γάρ τίς ἐστι δενδρώδης, κλάδους καλαμοειδεῖς ἔχουσα, στρογγύλους, ὑπολεύκους, εὐμήκεις· τὰ δὲ φύλλα τρία ἢ τέσσαρα ἐκ διαστημάτων περὶ τὴν ῥάβδον, καρύᾳ βασιλικῇ ὅμοια, βαρύοσμα δὲ καὶ μικρότερα, ἐπʼ ἄκρων δὲ τῶν κλάδων σκιάδια περιφερῆ, ἔχοντα ἄνθη λευκά, καρπὸν δὲ ἐοικότα τερεβίνθῳ, ἐν τῷ μέλανι ὑποπόρφυρον, βοτρυώδη, πολύχυλον, οἰνώδη. τὸ δʼ ἔτερον αὐτῆς χαμαιάκτη καλεῖται, ὑφ’ ὧν δὲ ἕλειος 2 ἀκτῆ ἐλάττων δὲ καὶ βοτανωδεστέρα, καυλὸν ἔχουσα τετράγωνον, πολυγόνατον· τὰ δὲ φύλλα ἐκ διαστημάτων περὶ ἕκαστον γόνυ τεταρσωμένα, ὅμοια ἀμυγδαλῇ, κεχαραγμένα δὲ κύκλῳ καὶ μακρότερα, βαρύοσμα σκιάδιον δὲ ἐπʼ ἄκρου ὄμοιον τῇ πρὸ αὐτῆς καὶ ἄνθος καὶ καρπός· ῥίζα δʼ ὕπεστι μακρά, δακτύλου τὸ πάχος. δύναμις δὲ ἡ αὐτὴ ἀμφοτέρων καὶ χρῆσις, ψυκτική, ὑδραγωγός, κακοστόμαχος μέντοι. ἑψόμενα δὲ τὰ φύλλα ὡς λάχανα καθαίρει φλέγμα καὶ χολήν, καὶ οἱ καυλοὶ δὲ ἀπαλοὶ ἐν λοπάδι λημφθέντες τὰ αὐτὰ ποιοῦσι. καὶ ἡ ῥίζα δὲ αὐτῆς ἑψηθεῖσα 3 σύν οἴνῳ καὶ διδομένη παρά τὴν δίαιταν ὑδρωπικοὺς ὠφελεῖ, βοηθεῖ δὲ καὶ ἐχιδνοδήκτοις ὁμοίως πινομένη ἀφεψηθεῖσα δὲ μεθʼ ὕδατος εἰς ἐγκάθισμα ὑστέραν μαλάσσει καὶ ἀναστομοῖ καὶ διορθοῦται τὰς περὶ αὐτὴν διαθέσεις. καὶ ὁ καρπὸς δὲ σὺν οἴνῳ ποθεὶς τὰ αὐτὰ ποιεῖ, μελαίνει δὲ καὶ τρίχας ἐγχριόμενος. τὰ δὲ φύλλα πρόσφατα καὶ ἁπαλὰ φλεγμονὰς πραΰνει σὺν ἀλφίτῳ καὶ κατακαύμασιν ἁρμόζει καὶ κυνοδήκτοις καταπλασσόμενα· κολλᾷ δὲ καὶ ὑποφοράς, καὶ ποδαγρικοῖς βοηθεῖ μετὰ στέατος ταυρείου ἢ τραγείου καταπλασσόμενα.",Elder,,"1. Elder: it is of two kinds. For one is tree-like, having reed-like branches that are round, whitish, and quite long; its leaves, three or four spaced around the shoot, are similar to the leaves of the walnut tree, but they are oppressive in scent and smaller; at the end of the branches it has round umbels that have white flowers, and fruit like 26 %%From Avov, “linen.” that of the terebinth, purplish tending toward black, resembling a bunch of grapes, and containing much wine-like juice. 2, The other kind of this plant is called chamaiacte and by some heleios actef’^ It is smaller and more like an herb, having a quadrangular stem with many joints. The leaves, spaced around each joint, are pinnatifid; they are similar to the leaves of the almond tree but notched all around and longer, and of a heavy scent. The umbel at the tip is like that of the previous one, as are the flower and fruit. The root is below ground, long, and of the thickness of a finger. The properties and uses of both are the same: they cool and they drive out water, but they are definitely bad for the stomach. The leaves, boiled as one boils vegetables, purge phlegm and bile, and the soft stems taken boiled in a dish do the same. 3. Its root, boiled with wine and given as part of the diet, benefits those with edemata and helps those bitten by vipers when similarly drunk. Boiled with water and used in a sitz bath, it softens and opens the uterus and it corrects conditions associated with it. The fruit also accomplishes the same when drunk with wine and it also dyes the hair black when smeared on it. With barley groats, the leaves that are young and soft assuage inflammations and they are suitable to apply as a plaster on bums and on people bitten by dogs. They also seal together fistulas and they help the gouty when plastered on with suet or with goat fat.",
2,324,324,4,174,,,δ´,ροδ´,,πυκνόκομον,,πυκνόκομον,"ἄνθος, καρπός, ῥίζα, φύλλα, μικρόν","πυκνόκομον· φύλλα ἔχει ὅμοια εὐζώμῳ τραχέα δὲ καὶ δριμέα καὶ παχύτερα, καυλὸν τετράγωνον ἄνθος δὲ τῳ τοῦ ὠκίμου ἐμφερές, καρπὸν δὲ ὡς πράσου, ῥίζαν μέλαιναν, στρογγύλην, ὠχράν, ὡς μικρὸν μῆλον, γεῶδες ὄζουσαν· φύεται ἐν πετρώδεσι τόποις. δύναμιν δʼ ἔχει ὁ μὲν καρπὸς ποθεὶς ὅσον δραχμή μία ταραχώδη καὶ πολλὰ ἐνύπνια ποιεῖν, οἰδήματά τε διαφορεῖ ἐπιπλαττόμενος σὺν ἀλφίτῳ καὶ ἀκίδας καὶ σκόλοπας ἐξάγει· καὶ τὰ φύλλα δὲ καταπλαττόμενα φύματα καὶ δοθιῆνας διαφορεῖ. ἡ δὲ ῥίζα αὐτῆς λυτικὴ κοιλίας καὶ κινητικὴ χολῆς· δίδου δὲ δραχμάς δύο ἐν μελικράτῳ.",Motherwort,,"Motherwort: it has leaves similar to the rocket’s, rough, pungent, and thicker, a quadrangular stem, a flower that is like the flower of the basil, seed as of the leek, and a dark root that is round like a small apple and that smells of earth. It grows in rocky places. %%This is the deadwort, Sambucus ebulus L. According to Jacques Andre, Les noms des plantes dans la Rome antique, p. 211, the possible identifications of this plant with either Leonurus cardiaca L. or L. marrubiastrum L., are incorrect since their leaves are not like those of the rocket nor do they have a round root like a small apple. It is P. Fournier R. E. A. 60 (1958), p. 484 who suggests Valeriana tuberosa L. When drunk in the amount of one drachma, the fruit can cause many disturbing dreams and when applied as a plaster with barley groats, it disperses swellings and extracts splinters and thorns; also the leaves dissolve tumors and small abscesses when plastered on. Its root loosens the bowel and sets bile in motion. Give two drachmai with a mixture of honey and water.",
